patient_macro_accuracy,patient_macro_balanced_accuracy,patient_macro_macro_f1,patient_macro_weighted_f1,patient_macro_nez_precision,patient_macro_nez_recall,patient_macro_nez_f1,patient_macro_ez_precision,patient_macro_ez_recall,patient_macro_ez_f1,patient_macro_auroc_nez,patient_macro_auprc_nez,patient_macro_auroc_ez,patient_macro_auprc_ez,patient_macro_ez_recall_at_true_count,patient_macro_ez_mrr,pooled_accuracy,pooled_balanced_accuracy,pooled_macro_f1,pooled_weighted_f1,confusion_ez_true_ez,confusion_ez_pred_nez,confusion_nez_pred_ez,confusion_nez_true_nez,pooled_auroc_nez,pooled_auprc_nez,pooled_auroc_ez,pooled_auprc_ez,patient_macro_f1,patient_balanced_accuracy,patient_weighted_f1,patient_accuracy,macro_f1,macro_topk_recall,macro_auc_pr,macro_auc_roc,ez_auprc,ez_auc_roc,nez_auprc,nez_auc_roc,ez_mrr,ez_recall_at_true_count
0.5406074797227103,0.5388097841644678,0.5080443909808415,0.5527267081796862,0.6701718693264734,0.5669377912597728,0.5920151056807044,0.407350636883782,0.5106817770691627,0.42407367628097864,0.5528916806384685,0.6805468918842081,0.5528916806384687,0.45704465933794547,0.4161513131657084,0.6038352272727272,0.5428487861947938,0.5349751595502572,0.5275112830517488,0.5517873635135488,620.0,602.0,961.0,1236.0,0.5373835918195248,0.6594259084195392,0.5373835918195248,0.38899203291206774,0.5080443909808415,0.5388097841644678,0.5527267081796862,0.5406074797227103,0.5080443909808415,0.4161513131657084,0.45704465933794547,0.5528916806384687,0.45704465933794547,0.5528916806384687,0.6805468918842081,0.5528916806384685,0.6038352272727272,0.4161513131657084
