family,threshold_tuning_metric,n,experiments,patient_macro_accuracy_mean,patient_macro_accuracy_std,patient_macro_balanced_accuracy_mean,patient_macro_balanced_accuracy_std,patient_macro_f1_mean,patient_macro_f1_std,patient_macro_ez_precision_mean,patient_macro_ez_precision_std,patient_macro_ez_recall_mean,patient_macro_ez_recall_std,patient_macro_ez_f1_mean,patient_macro_ez_f1_std,patient_macro_auroc_ez_mean,patient_macro_auroc_ez_std,patient_macro_auprc_ez_mean,patient_macro_auprc_ez_std,patient_macro_ez_recall_at_true_count_mean,patient_macro_ez_recall_at_true_count_std,patient_macro_ez_mrr_mean,patient_macro_ez_mrr_std,pooled_accuracy_mean,pooled_accuracy_std,pooled_balanced_accuracy_mean,pooled_balanced_accuracy_std,pooled_macro_f1_mean,pooled_macro_f1_std,pooled_auroc_ez_mean,pooled_auroc_ez_std,pooled_auprc_ez_mean,pooled_auprc_ez_std,ez_auprc_mean,ez_auprc_std,ez_auc_roc_mean,ez_auc_roc_std,ez_mrr_mean,ez_mrr_std,ez_recall_at_true_count_mean,ez_recall_at_true_count_std
,,3,Baseline_seed2024;Baseline_seed3407;Baseline_seed42,0.5553396480500637,0.012769737554884171,0.541553968913284,0.02446829661128931,0.5115076999262627,0.02357138767532028,0.4238718137576665,0.020605650094020298,0.45296374562462344,0.10941983191804684,0.39834670842561964,0.06516514155961158,0.557985310414112,0.02525704926719879,0.4587890037608453,0.017918856144546892,0.4250035477194866,0.020009289716400782,0.6050063779400282,0.00490616314173798,0.5557180462123427,0.011179593362747204,0.5323385854986007,0.01897522226669381,0.5275840530571595,0.015970684010675203,0.537714661241424,0.020708598669106532,0.38535851800333193,0.020479518345418092,0.4587890037608453,0.017918856144546892,0.557985310414112,0.02525704926719879,0.6050063779400282,0.00490616314173798,0.4250035477194866,0.020009289716400782
