priority,experiment,family,variant,seed,threshold_tuning_metric,early_stop_metric,notes,patient_macro_accuracy,patient_macro_balanced_accuracy,patient_macro_f1,patient_macro_ez_precision,patient_macro_ez_recall,patient_macro_ez_f1,patient_macro_auroc_ez,patient_macro_auprc_ez,patient_macro_ez_recall_at_true_count,patient_macro_ez_mrr,pooled_accuracy,pooled_balanced_accuracy,pooled_macro_f1,pooled_auroc_ez,pooled_auprc_ez,ez_auprc,ez_auc_roc,ez_mrr,ez_recall_at_true_count
1,B0_HUP_Filtered_seed42,B0_HUP_Filtered,B0_HUP_Filtered,42,patient_macro_weighted_f1,patient_macro_weighted_f1,Current NeuroEZ-B baseline restricted to HUP good/preview EDFs.,0.8222045752731633,0.6616841475145999,0.6273164297268113,0.5451555465701621,0.3873867782039844,0.3634648218190455,0.8006470288089185,0.5249460298001836,0.4704050592518255,0.7522941468253967,0.8290170688640377,0.6182425215863128,0.6351351676022824,0.6879334039487057,0.3611771753167564,0.5249460298001836,0.8006470288089185,0.7522941468253967,0.4704050592518255
2,M1_HUP_StrictInterNorm_seed42,M1_HUP_StrictInterNorm,M1_HUP_StrictInterNorm,42,patient_macro_weighted_f1,patient_macro_weighted_f1,Strict ictal windows with patient-owned interictal baseline normalization.,0.794871383228682,0.5979761699036186,0.5783282673769253,0.4149500598055774,0.284407149956049,0.2834117240490519,0.7502901571940859,0.42259398080627686,0.378489683459506,0.6085323097041846,0.807533843437316,0.5924558333611636,0.6026515500990202,0.7034396953751132,0.30658801181716544,0.42259398080627686,0.7502901571940859,0.6085323097041846,0.378489683459506
3,M2_HUP_InterPhysNode_seed42,M2_HUP_InterPhysNode,M2_HUP_InterPhysNode,42,patient_macro_weighted_f1,patient_macro_weighted_f1,M1 plus lightweight physical node features appended in cache.,0.7950710644264858,0.6248788835758201,0.5999909782040881,0.429062440762192,0.3455085122144946,0.32749476788995047,0.7651330556075695,0.43605176920368816,0.38251496112597894,0.6614087301587301,0.8051795173631549,0.6046952711434965,0.6131709350443529,0.6655213197723253,0.2919995554605626,0.43605176920368816,0.7651330556075695,0.6614087301587301,0.38251496112597894
4,M3_HUP_InterPhysGraph_seed42,M3_HUP_InterPhysGraph,M3_HUP_InterPhysGraph,42,patient_macro_weighted_f1,patient_macro_weighted_f1,M2 plus precomputed interictal-delta adjacency; TFCCM causal adjacency skipped.,0.7950710644264858,0.6248788835758201,0.5999909782040881,0.429062440762192,0.3455085122144946,0.32749476788995047,0.7651330556075695,0.43605176920368816,0.38251496112597894,0.6614087301587301,0.8051795173631549,0.6046952711434965,0.6131709350443529,0.6655213197723253,0.2919995554605626,0.43605176920368816,0.7651330556075695,0.6614087301587301,0.38251496112597894
