priority,experiment,family,variant,seed,threshold_tuning_metric,early_stop_metric,notes,patient_macro_accuracy,patient_macro_balanced_accuracy,patient_macro_f1,patient_macro_ez_precision,patient_macro_ez_recall,patient_macro_ez_f1,patient_macro_auroc_ez,patient_macro_auprc_ez,patient_macro_ez_recall_at_true_count,patient_macro_ez_mrr,pooled_accuracy,pooled_balanced_accuracy,pooled_macro_f1,pooled_auroc_ez,pooled_auprc_ez,ez_auprc,ez_auc_roc,ez_mrr,ez_recall_at_true_count
,Baseline_seed2024,,,,,,,0.7686617167571371,0.6992282997050613,0.6325475459185897,0.4371563350189829,0.5626054027355661,0.41628443345570987,0.7657397583106735,0.5275993759764083,0.4447885592898315,0.7816539479039479,0.7722934278701936,0.6578046052603574,0.6379024549401009,0.7358668863093641,0.3804475927539996,0.5275993759764083,0.7657397583106735,0.7816539479039479,0.4447885592898315
,Baseline_seed3407,,,,,,,0.784689019806488,0.6923784857095328,0.6328952367168115,0.4329457960360549,0.5181742827062545,0.40375031835405145,0.7884139213128658,0.533953072232073,0.43559573413986263,0.7473226279971805,0.7886555767657486,0.6494988336802496,0.641369826746264,0.751473063973064,0.3988134699002783,0.533953072232073,0.7884139213128658,0.7473226279971805,0.43559573413986263
,Baseline_seed42,,,,,,,0.778701755100938,0.7235629754008331,0.6540375368283422,0.4433026249894747,0.6126410131926061,0.45387382651996755,0.7791522503496267,0.5450865399416874,0.48502252903855564,0.7770532708032709,0.7829288246523043,0.6855736037151967,0.659641046450343,0.7346792833518496,0.405161395253391,0.5450865399416874,0.7791522503496267,0.7770532708032709,0.48502252903855564
