outer_fold,patient_macro_f1,patient_ez_f1,patient_nez_f1,patient_balanced_accuracy,patient_ez_auprc,patient_ez_auroc,patient_ez_mrr,top1_is_ez_rate,predicted_ez_count_mae,predicted_ez_fraction_mae,truek_patient_macro_f1,n_patients,n_channels,true_ez_fraction,predicted_ez_fraction,valid_ez_auprc_patients,valid_ez_auroc_patients,experiment,analysis_status
1,0.5977687039294951,0.3988235439139953,0.7967138639449949,0.6730848361641669,0.5025259421750268,0.7244949545711099,0.7048611111111112,0.5625,16.875,0.1764795473377881,0.6236210561569433,16,1631,0.2305334150827713,0.2317596566523605,16,16,C1_PROBABILITY_FUSION,EXPLORATORY_LOCKED_FUSION
2,0.666682456264136,0.4492818752255482,0.8840830373027239,0.7051617241852426,0.46976089181336567,0.7594044908982255,0.6959154158849281,0.5625,9.125,0.08525966882942002,0.6372397040798765,16,1498,0.157543391188251,0.19893190921228304,16,16,C1_PROBABILITY_FUSION,EXPLORATORY_LOCKED_FUSION
3,0.651833731109791,0.45166396329464,0.8520034989249422,0.6892343917324917,0.5177500730391904,0.7815510370309422,0.7688279857397504,0.7058823529411765,13.294117647058824,0.12181789885155953,0.6617252864710511,17,1746,0.2124856815578465,0.211340206185567,17,17,C1_PROBABILITY_FUSION,EXPLORATORY_LOCKED_FUSION
4,0.6200849848758997,0.4629439064567435,0.7772260632950557,0.627740739154975,0.5452876792979834,0.6924655324695926,0.7148809523809524,0.6666666666666666,9.733333333333333,0.11161101941852992,0.6272901715423524,15,1425,0.28912280701754384,0.26526315789473687,15,15,C1_PROBABILITY_FUSION,EXPLORATORY_LOCKED_FUSION
5,0.6779716539230918,0.5206192361612677,0.8353240716849157,0.7186234155154474,0.6365179046312013,0.759470202009483,0.84453125,0.8125,9.0625,0.10601357403905831,0.6999632557979731,16,1335,0.2606741573033708,0.2539325842696629,16,16,C1_PROBABILITY_FUSION,EXPLORATORY_LOCKED_FUSION
1,0.5977687039294951,0.3988235439139953,0.7967138639449949,0.6730848361641669,0.5077678890115896,0.7250939843894453,0.7317708333333333,0.625,16.875,0.1764795473377881,0.6236210561569433,16,1631,0.2305334150827713,0.2317596566523605,16,16,C2_LOGIT_FUSION,ABLATION_ONLY_NOT_FOR_MODEL_SELECTION
2,0.6658752030637115,0.44803093672972344,0.8837194693976996,0.7042952866269948,0.4678590850249913,0.7593083962123415,0.6955720092915214,0.5625,9.1875,0.08592740387215506,0.6372397040798765,16,1498,0.157543391188251,0.19692923898531375,16,16,C2_LOGIT_FUSION,ABLATION_ONLY_NOT_FOR_MODEL_SELECTION
3,0.651833731109791,0.45166396329464,0.8520034989249422,0.6892343917324917,0.5206639519823518,0.7830809753064742,0.7693627450980391,0.7058823529411765,13.294117647058824,0.12181789885155953,0.6639924433337963,17,1746,0.2124856815578465,0.211340206185567,17,17,C2_LOGIT_FUSION,ABLATION_ONLY_NOT_FOR_MODEL_SELECTION
4,0.6160715551135,0.45325017259421674,0.7788929376327831,0.6216088677938904,0.5465578306633908,0.6935813711659732,0.7148809523809524,0.6666666666666666,10.066666666666666,0.11545410061443946,0.6272901715423524,15,1425,0.28912280701754384,0.256140350877193,15,15,C2_LOGIT_FUSION,ABLATION_ONLY_NOT_FOR_MODEL_SELECTION
5,0.6779716539230918,0.5206192361612677,0.8353240716849157,0.7186234155154474,0.6373452696197179,0.7597248491077244,0.84453125,0.8125,9.0625,0.10601357403905831,0.6999632557979731,16,1335,0.2606741573033708,0.2539325842696629,16,16,C2_LOGIT_FUSION,ABLATION_ONLY_NOT_FOR_MODEL_SELECTION
1,0.6097337545877899,0.42874848706893964,0.7907190221066401,0.6925831174219852,0.49016703134660744,0.7236796457822221,0.6604166666666667,0.5,15.875,0.15535298148528207,0.6146917774809963,16,1631,0.2305334150827713,0.2673206621704476,16,16,C3_PATIENT_RANK_FUSION,ABLATION_ONLY_NOT_FOR_MODEL_SELECTION
2,0.6296060902255398,0.4012442263793473,0.8579679540717324,0.7094159208345157,0.4713160754617976,0.7598904024335507,0.7265243902439025,0.625,12.625,0.12904092749481685,0.6436879902540849,16,1498,0.157543391188251,0.2389853137516689,16,16,C3_PATIENT_RANK_FUSION,ABLATION_ONLY_NOT_FOR_MODEL_SELECTION
3,0.6281638826368736,0.38951589927132435,0.8668118660024224,0.641238540321349,0.5032757852383888,0.77591673283246,0.6687091503267973,0.5294117647058824,12.0,0.11658492016934684,0.6603419707658424,17,1746,0.2124856815578465,0.13802978235967928,17,17,C3_PATIENT_RANK_FUSION,ABLATION_ONLY_NOT_FOR_MODEL_SELECTION
4,0.5841398013804757,0.391939965988781,0.7763396367721707,0.5969436941741174,0.5367080267267619,0.6899908680714766,0.7186904761904762,0.6666666666666666,14.533333333333333,0.1601961752980177,0.6231985860932178,15,1425,0.28912280701754384,0.2063157894736842,15,15,C3_PATIENT_RANK_FUSION,ABLATION_ONLY_NOT_FOR_MODEL_SELECTION
5,0.6558204216721625,0.46332257424027,0.848318269104055,0.6907025842260991,0.6324979448578858,0.7576868677830029,0.8445411392405063,0.8125,11.75,0.13263837695311045,0.7025964247976892,16,1335,0.2606741573033708,0.18277153558052434,16,16,C3_PATIENT_RANK_FUSION,ABLATION_ONLY_NOT_FOR_MODEL_SELECTION
