center,patient_macro_f1,patient_ez_f1,patient_nez_f1,patient_balanced_accuracy,patient_ez_auprc,patient_ez_auroc,patient_ez_mrr,top1_is_ez_rate,predicted_ez_count_mae,predicted_ez_fraction_mae,truek_patient_macro_f1,n_patients,n_channels,true_ez_fraction,predicted_ez_fraction,valid_ez_auprc_patients,valid_ez_auroc_patients,experiment,analysis_status
hup,0.644653432970894,0.43066773055348134,0.8586391353883062,0.692479557720596,0.5070926895339583,0.7863306557693517,0.6662533068783069,0.5277777777777778,11.194444444444445,0.10512921190251986,0.666365419943365,36,3667,0.1679847286610308,0.21298063812380694,36,36,A1_P0_CURRENT_P2,ABLATION_ONLY_NOT_FOR_MODEL_SELECTION
lzu,0.5786649165287339,0.43965027827139946,0.7176795547860683,0.6090859648325566,0.5778291596395638,0.6649015294088274,0.7476190476190476,0.6190476190476191,16.904761904761905,0.17595981227157192,0.6093968142682668,21,2141,0.38159738439981317,0.27370387669313406,21,21,A1_P0_CURRENT_P2,ABLATION_ONLY_NOT_FOR_MODEL_SELECTION
multicenter,0.640252141524499,0.4247489724528929,0.8557553105961052,0.6932689730816415,0.4918474295526028,0.75302309398647,0.6282926829268294,0.4666666666666667,7.8,0.12237042493185658,0.6473830128347815,15,925,0.1772972972972973,0.23459459459459459,15,15,A1_P0_CURRENT_P2,ABLATION_ONLY_NOT_FOR_MODEL_SELECTION
pediatric,0.6010387205863102,0.34953472038213096,0.8525427207904895,0.6135969862533638,0.41887328556471315,0.6732375171241413,0.6081801470588235,0.5,14.875,0.12248132636751742,0.6001565362264676,8,902,0.16186252771618626,0.1984478935698448,8,8,A1_P0_CURRENT_P2,ABLATION_ONLY_NOT_FOR_MODEL_SELECTION
hup,0.6531465870908776,0.44082924742109675,0.8654639267606582,0.695456659086985,0.5162742412315109,0.7939808908749432,0.6920869883040934,0.5555555555555556,10.555555555555555,0.09983238106713282,0.6753689300127136,36,3667,0.1679847286610308,0.20179983637851104,36,36,A3_P2_TEMPORAL_Q10,ABLATION_ONLY_NOT_FOR_MODEL_SELECTION
lzu,0.5792310241268399,0.4381695923958102,0.7202924558578693,0.6117232757853768,0.580434458763711,0.665759709772692,0.7389455782312925,0.6190476190476191,17.428571428571427,0.181516909643766,0.6121424697863039,21,2141,0.38159738439981317,0.2666978047641289,21,21,A3_P2_TEMPORAL_Q10,ABLATION_ONLY_NOT_FOR_MODEL_SELECTION
multicenter,0.6527488671839248,0.4407740354401676,0.864723698927682,0.6952097720689522,0.5065522821482131,0.7552669890682348,0.6616260162601627,0.5333333333333333,6.933333333333334,0.10973061693479577,0.66189462031415,15,925,0.1772972972972973,0.2227027027027027,15,15,A3_P2_TEMPORAL_Q10,ABLATION_ONLY_NOT_FOR_MODEL_SELECTION
pediatric,0.6010955640197055,0.34306336540571336,0.8591277626336976,0.6138383158303344,0.41509766521720204,0.6728103205434488,0.5916135204081632,0.5,15.625,0.13090235595225777,0.6005857944682258,8,902,0.16186252771618626,0.18736141906873613,8,8,A3_P2_TEMPORAL_Q10,ABLATION_ONLY_NOT_FOR_MODEL_SELECTION
