accuracy,balanced_accuracy,ez_auprc,ez_auroc,ez_f1,ez_mrr,fold,macro_f1,nez_f1,seed,selected_epoch,test_patients,threshold_nez,top1_is_ez,true_k_recall,variant
0.6503816261739993,0.6664428477165278,0.5209724781106275,0.7140786196634478,0.4315717480652033,0.7031978438228438,1,0.5739017521372367,0.7162317562092702,42,2,16,0.505,0.625,0.4699048350373801,B0
0.8387852750792752,0.6119669029476855,0.45018543169928926,0.7483202456172822,0.27994794855050387,0.7989583333333333,2,0.5926614484478467,0.9053749483451895,42,1,16,0.225,0.6875,0.37092228381687053,B0
0.746602753821668,0.6944556063142532,0.5136075594251067,0.7431921795065733,0.4429170302121704,0.7381199538638984,3,0.6302606377186769,0.8176042452251834,42,2,17,0.37,0.6470588235294118,0.46077315910823424,B0
0.6977787851250228,0.6054168306164381,0.5351408816238474,0.6362908611858071,0.4142128062887016,0.6637675070028011,4,0.5956425581363288,0.777072309983956,42,1,15,0.42,0.6,0.46884686907885204,B0
0.7602402287126835,0.7370485850581103,0.6414194500843338,0.7856586786856941,0.5488850648280257,0.7564630681818182,5,0.6862061472887961,0.8235272297495667,42,2,16,0.45,0.6875,0.5769705278160624,B0
0.6503816261739993,0.6664428477165278,0.5209724781106275,0.7140786196634478,0.4315717480652033,0.7031978438228438,1,0.5739017521372367,0.7162317562092702,42,0,16,0.505,0.625,0.4699048350373801,B1
0.8399499292235806,0.6114610485355811,0.45018543169928926,0.7483202456172822,0.2797229580237892,0.7989583333333333,2,0.5929300130998915,0.9061370681759936,42,1,16,0.29,0.6875,0.37092228381687053,B1
0.7471555378430117,0.6958368265479137,0.5136075594251067,0.7431921795065733,0.4444255227494204,0.7381199538638984,3,0.6312240815481369,0.8180226403468535,42,1,17,0.455,0.6470588235294118,0.46077315910823424,B1
0.6978923760247243,0.6043439246594093,0.5351408816238474,0.6362908611858071,0.411043663205081,0.6637675070028011,4,0.5945940758294068,0.7781444884537325,42,1,15,0.535,0.6,0.46884686907885204,B1
0.772988190461609,0.7368550748387137,0.6414194500843338,0.7856586786856941,0.5415514309868917,0.7564630681818182,5,0.6899360834348645,0.8383207358828371,42,3,16,0.74,0.6875,0.5769705278160624,B1
0.6503816261739993,0.6664428477165278,0.5209724781106275,0.7140786196634478,0.4315717480652033,0.7031978438228438,1,0.5739017521372367,0.7162317562092702,42,0,16,0.505,0.625,0.4699048350373801,B2
0.8385065682788293,0.6106155515963341,0.44980990036828866,0.7489354265865453,0.2773024459050012,0.7989583333333333,2,0.5912776735833618,0.9052529012617225,42,1,16,0.225,0.6875,0.37092228381687053,B2
0.7509070812726888,0.6972133375515236,0.5131173072124877,0.742805043792301,0.44581832529957116,0.7381074168797954,3,0.6334460171700587,0.821073709040546,42,2,17,0.37,0.6470588235294118,0.46077315910823424,B2
0.6977787851250228,0.6054168306164381,0.5351408816238474,0.6362908611858071,0.4142128062887016,0.6637675070028011,4,0.5956425581363288,0.777072309983956,42,0,15,0.42,0.6,0.46884686907885204,B2
0.7644907180864433,0.7374775886255427,0.6397702247383703,0.7823981953319747,0.5500971047157086,0.756434830230011,5,0.6885623755993215,0.8270276464829345,42,20,16,0.455,0.6875,0.5882158636369579,B2
0.6503816261739993,0.6664428477165278,0.5209724781106275,0.7140786196634478,0.4315717480652033,0.7031978438228438,1,0.5739017521372367,0.7162317562092702,42,0,16,0.505,0.625,0.4699048350373801,B3
0.8387852750792752,0.6119669029476855,0.45018543169928926,0.7483202456172822,0.27994794855050387,0.7989583333333333,2,0.5926614484478467,0.9053749483451895,42,0,16,0.225,0.6875,0.37092228381687053,B3
0.7589058643816927,0.6805494457142341,0.5137795132740569,0.7434380839777487,0.42231976561539947,0.7381199538638984,3,0.6250205381993771,0.8277213107833546,42,4,17,0.605,0.6470588235294118,0.46303560254714826,B3
0.7071386731218368,0.57113979358489,0.5351507516010129,0.6376475262348346,0.2768216150111422,0.6584577271768922,4,0.539467226649948,0.8021128382887536,42,2,15,0.555,0.6,0.47837091361820305,B3
0.7757723468777988,0.7393144021961389,0.6411570384010375,0.7856036778398694,0.545015981912597,0.7564630681818182,5,0.6926435765029957,0.8402711710933942,42,3,16,0.74,0.6875,0.5769705278160624,B3
