accuracy,balanced_accuracy,ez_auprc,ez_auroc,ez_f1,ez_mrr,fold,macro_f1,nez_f1,seed,selected_epoch,threshold_nez,top1_is_ez,true_k_recall,validation_patients,variant
0.717421987391708,0.6609970388763217,0.554553686995343,0.6973287714798727,0.49778138104604436,0.7716414639491563,1,0.6411881645659464,0.7845949480858484,42,2,0.505,0.6923076923076923,0.5139094280457753,13,B0
0.8504598481991135,0.6593357132439522,0.5350502194163891,0.7052067792269726,0.37524270903499857,0.6963227996272418,2,0.6419776982319736,0.9087126874289487,42,1,0.225,0.6153846153846154,0.4800650297305816,13,B0
0.7896796604922387,0.6453073044548605,0.46158989032692965,0.6912407327516775,0.3856249904874096,0.7275279545016388,3,0.6272803711378943,0.8689357517883789,42,2,0.37,0.6923076923076923,0.3779169379877882,13,B0
0.7400831891782531,0.7010712783475136,0.6041178040634296,0.7566892709303359,0.4604520278160206,0.8897435897435897,4,0.639902549359896,0.8193530709037713,42,1,0.42,0.8461538461538461,0.5284341041701457,13,B0
0.6974342221234868,0.6639864655954898,0.4453009733126519,0.6962238635072294,0.4105454587352737,0.49724941724941724,5,0.591552943248197,0.7725604277611203,42,2,0.45,0.3076923076923077,0.37171765233270737,13,B0
0.717421987391708,0.6609970388763217,0.554553686995343,0.6973287714798727,0.49778138104604436,0.7716414639491563,1,0.6411881645659464,0.7845949480858484,42,0,0.505,0.6923076923076923,0.5139094280457753,13,B1
0.8509601222287994,0.6586463959174066,0.5350502194163891,0.7052067792269726,0.37573665303115106,0.6963227996272418,2,0.6423574624338635,0.9089782718365759,42,1,0.29,0.6153846153846154,0.4800650297305816,13,B1
0.789746054822295,0.6455680709688241,0.46158989032692965,0.6912407327516775,0.39114746848491533,0.7275279545016388,3,0.6300414833502319,0.8689354982155486,42,1,0.455,0.6923076923076923,0.3779169379877882,13,B1
0.7419304319253948,0.7007448953288229,0.6041178040634296,0.7566892709303359,0.4597960796830683,0.8897435897435897,4,0.6404146031947751,0.8210331267064817,42,1,0.535,0.8461538461538461,0.5284341041701457,13,B1
0.7202472391801439,0.6689466581843694,0.4453009733126519,0.6962238635072294,0.4224039798452469,0.49724941724941724,5,0.6069695652733297,0.7915351507014126,42,3,0.74,0.3076923076923077,0.37171765233270737,13,B1
0.717421987391708,0.6609970388763217,0.554553686995343,0.6973287714798727,0.49778138104604436,0.7716414639491563,1,0.6411881645659464,0.7845949480858484,42,0,0.505,0.6923076923076923,0.5139094280457753,13,B2
0.8511720989113642,0.6597448785467346,0.5353655631767194,0.705183682312418,0.3766362430372282,0.6963227996272418,2,0.642888278837446,0.909140314637664,42,1,0.225,0.6153846153846154,0.4800650297305816,13,B2
0.7922782795931058,0.6439750561405151,0.4628161950211403,0.690648419131513,0.38527834620712426,0.7274760495914342,3,0.6280891130109632,0.8708998798148019,42,2,0.37,0.6923076923076923,0.39073745080830097,13,B2
0.7400831891782531,0.7010712783475136,0.6041178040634296,0.7566892709303359,0.4604520278160206,0.8897435897435897,4,0.639902549359896,0.8193530709037713,42,0,0.42,0.8461538461538461,0.5284341041701457,13,B2
0.7081354534088627,0.6636463671670667,0.44077777369150684,0.6930749724289945,0.4145206718547614,0.5056410256410256,5,0.5969955707762518,0.7794704696977418,42,20,0.455,0.3076923076923077,0.37319167130978637,13,B2
0.717421987391708,0.6609970388763217,0.554553686995343,0.6973287714798727,0.49778138104604436,0.7716414639491563,1,0.6411881645659464,0.7845949480858484,42,0,0.505,0.6923076923076923,0.5139094280457753,13,B3
0.8504598481991135,0.6593357132439522,0.5350502194163891,0.7052067792269726,0.37524270903499857,0.6963227996272418,2,0.6419776982319736,0.9087126874289487,42,0,0.225,0.6153846153846154,0.4800650297305816,13,B3
0.8023067126572274,0.636062306189302,0.46151457673700536,0.6899913439277131,0.3787216692968062,0.7274760495914342,3,0.6287015869569098,0.8786815046170134,42,4,0.605,0.6923076923076923,0.38895852797674657,13,B3
0.7882593967264024,0.6589179819357583,0.6051518250217012,0.7566556674837129,0.42070829225783274,0.8897435897435897,4,0.6423373554156935,0.8639664185735542,42,2,0.555,0.8461538461538461,0.5284341041701457,13,B3
0.7202176533813274,0.6687040464692562,0.4449381317738033,0.6958245650268331,0.4227764862742286,0.5037878787878788,5,0.6069855389984994,0.7911945917227704,42,3,0.74,0.3076923076923077,0.37171765233270737,13,B3
