variant,n_patient_fold_selections,mean,std,iqr,mad,entropy_bits,unique,distribution_json,between_fold_mean_threshold_std,mean_within_fold_patient_threshold_std
C0_RAW,65,0.4784615406623253,0.06383225605473593,0.10000002384185791,0.050000011920928955,2.244610770405368,6,"{""0.35"": 2, ""0.40"": 14, ""0.45"": 17, ""0.50"": 11, ""0.55"": 19, ""0.60"": 2}",0.05810621263423314,0.023144005591106187
C1_CENTERED,65,0.33538461327552793,0.05314933747042678,0.0,0.0,1.5999009587490085,5,"{""0.20"": 2, ""0.25"": 12, ""0.30"": 1, ""0.35"": 38, ""0.40"": 12}",0.03925338661144129,0.025232470461284684
C2_ROBUSTZ,65,0.30461538709126984,0.03895073207977743,0.09999999403953552,0.04999998211860657,1.5665955355679135,3,"{""0.25"": 17, ""0.30"": 25, ""0.35"": 23}",0.031846524108586884,0.01585061499750879
