checkpoint,n_total,mid_acc,final_acc,n_stable,n_rescue,n_corruption,n_unrecovered,rcr_joint,rsr_joint,corruption_given_current_correct,rescue_given_current_wrong,net_refinement_gain
0.25,1055,0.12417061611374408,0.814218009478673,122,737,9,187,0.008530805687203791,0.6985781990521327,0.06870229007633588,0.7976190476190477,0.6900473933649289
0.4,1055,0.176303317535545,0.814218009478673,177,682,9,187,0.008530805687203791,0.6464454976303318,0.04838709677419355,0.7848101265822784,0.637914691943128
0.5,1055,0.2890995260663507,0.814218009478673,293,566,12,184,0.011374407582938388,0.5364928909952607,0.03934426229508197,0.7546666666666667,0.5251184834123223
0.6,1055,0.42369668246445497,0.814218009478673,431,428,16,180,0.015165876777251185,0.4056872037914692,0.035794183445190156,0.7039473684210527,0.390521327014218
0.75,1055,0.5924170616113744,0.814218009478673,612,247,13,183,0.012322274881516588,0.23412322274881517,0.0208,0.5744186046511628,0.22180094786729854
