experiment,analysis_status,patient_macro_f1,patient_ez_f1,patient_nez_f1,patient_balanced_accuracy,patient_ez_auprc,patient_ez_auroc,patient_ez_mrr,top1_is_ez_rate,predicted_ez_count_mae,predicted_ez_fraction_mae,truek_patient_macro_f1,n_patients,n_channels,true_ez_fraction,predicted_ez_fraction,valid_ez_auprc_patients,valid_ez_auroc_patients
PRQ-Net,PRIMARY_CONFIRMATORY_FINAL_BCR_RETRAIN,0.6284640770231468,0.4303441475289965,0.826584006517297,0.6652685203287666,0.5211746750735775,0.7409428541589076,0.6886285891121532,0.5625,12.1875,0.12623748653219832,0.6487672375803516,80.0,7635.0,0.22829076620825148,0.22082514734774067,80.0,80.0
BCR-Net,PRIMARY_CONFIRMATORY_FINAL_BCR_RETRAIN,0.6273537411252242,0.4387315989386213,0.8159758833118271,0.679814174315338,0.5623110058802782,0.7354603622851681,0.7747942203199568,0.6875,12.3375,0.13134930005802317,0.6642902828409813,80.0,7635.0,0.22829076620825148,0.2409954158480681,80.0,80.0
CDEL,PRIMARY_CONFIRMATORY_FINAL_BCR_RETRAIN,0.6445887618867977,0.46015486463101823,0.8290226591425771,0.6880293369484717,0.5432405225863729,0.7471993330032328,0.7549893862730097,0.675,12.0125,0.12391523829833324,0.6527926836828646,80.0,7635.0,0.22829076620825148,0.23418467583497052,80.0,80.0
