fit_patients,fold,parameters,seed,selected_epoch,selected_threshold,selected_validation_macro_f1,test_patient_balanced_accuracy,test_patient_ez_f1,test_patient_macro_f1,test_patient_nez_f1,test_patients,validation_patients
51,1,18474,42,36,0.555,0.6663650438804802,0.6479541369874189,0.37645169643269594,0.5711829020733159,0.7659141077139358,16,13
51,2,18474,42,32,0.4,0.7039017072642674,0.6600239031134011,0.3986381036990306,0.6158142050282902,0.8329903063575499,16,13
50,3,18474,42,26,0.445,0.6520478073923031,0.7201673302081384,0.44637474837449514,0.6408909123810661,0.8354070763876372,17,13
52,4,18474,42,26,0.5,0.6982492913824512,0.6061909117989118,0.40497002710171454,0.5902154838345002,0.7754609405672859,15,13
51,5,18474,42,8,0.47000000000000003,0.5993326666602111,0.7074686931066969,0.5137271122488387,0.6595769496796293,0.80542678711042,16,13
