patient_macro_accuracy,patient_macro_balanced_accuracy,patient_macro_f1,patient_weighted_f1,patient_macro_nez_precision,patient_macro_nez_recall,patient_macro_nez_f1,patient_macro_ez_precision,patient_macro_ez_recall,patient_macro_ez_f1,patient_macro_auroc_nez,patient_macro_auprc_nez,patient_macro_auroc_ez,patient_macro_auprc_ez,patient_macro_ez_recall_at_true_count,patient_macro_ez_mrr,macro_topk_recall,ez_recall_at_true_count,pooled_accuracy,pooled_balanced_accuracy,pooled_macro_f1,pooled_weighted_f1,pooled_auroc_nez,pooled_auprc_nez,pooled_auroc_ez,pooled_auprc_ez
0.7955305225088442,0.6532592831905468,0.6532592831905468,0.7955305225088442,0.8571617317434492,0.8571617317434492,0.8571617317434492,0.4493568346376446,0.4493568346376446,0.4493568346376446,0.7234507935914642,0.8893880960887576,0.7234507935914642,0.5100770085918777,0.4493568346376446,0.683822371005335,0.4493568346376446,0.4493568346376446,0.7945022684814518,0.6761773349387594,0.6761773349387594,0.7945022684814518,0.693739320728763,0.8895278186031846,0.693739320728763,0.3603683290955576
