patient_macro_accuracy,patient_macro_balanced_accuracy,patient_macro_f1,patient_weighted_f1,patient_macro_nez_precision,patient_macro_nez_recall,patient_macro_nez_f1,patient_macro_ez_precision,patient_macro_ez_recall,patient_macro_ez_f1,patient_macro_auroc_nez,patient_macro_auprc_nez,patient_macro_auroc_ez,patient_macro_auprc_ez,patient_macro_ez_recall_at_true_count,patient_macro_ez_mrr,macro_topk_recall,ez_recall_at_true_count,pooled_accuracy,pooled_balanced_accuracy,pooled_macro_f1,pooled_weighted_f1,pooled_auroc_nez,pooled_auprc_nez,pooled_auroc_ez,pooled_auprc_ez
0.7946878452383597,0.6505396847667343,0.6505396847667343,0.7946878452383597,0.8562046619261648,0.8562046619261648,0.8562046619261648,0.4448747076073035,0.4448747076073035,0.4448747076073035,0.7260166020363433,0.8900311607157486,0.7260166020363434,0.5055880862739904,0.4448747076073035,0.6873154470588825,0.4448747076073035,0.4448747076073035,0.7939685081398452,0.6753362371074316,0.6753362371074316,0.7939685081398452,0.6799296705733832,0.8812507574003083,0.6799296705733832,0.3575825483619631
