patient_macro_accuracy,patient_macro_balanced_accuracy,patient_macro_f1,patient_weighted_f1,patient_macro_nez_precision,patient_macro_nez_recall,patient_macro_nez_f1,patient_macro_ez_precision,patient_macro_ez_recall,patient_macro_ez_f1,patient_macro_auroc_nez,patient_macro_auprc_nez,patient_macro_auroc_ez,patient_macro_auprc_ez,patient_macro_ez_recall_at_true_count,patient_macro_ez_mrr,macro_topk_recall,ez_recall_at_true_count,pooled_accuracy,pooled_balanced_accuracy,pooled_macro_f1,pooled_weighted_f1,pooled_auroc_nez,pooled_auprc_nez,pooled_auroc_ez,pooled_auprc_ez
0.794411525813104,0.6500505905276399,0.6500505905276399,0.794411525813104,0.8560381617596646,0.8560381617596646,0.8560381617596646,0.44406301929561526,0.44406301929561526,0.44406301929561526,0.7260236401436513,0.8900580627117316,0.7260308311807427,0.5054964735417712,0.44406301929561526,0.6873154470588825,0.44406301929561526,0.44406301929561526,0.7937016279690419,0.6749156881917676,0.6749156881917676,0.7937016279690419,0.679984273468358,0.8812750983375026,0.6799843295864412,0.3575642234647615
