fold,A0_vloo_macro_f1,A1_vloo_macro_f1,A2_vloo_macro_f1,delta_A1_minus_A0,delta_A2_minus_A1,delta_A2_minus_A0,A0_vloo_ez_f1,A1_vloo_ez_f1,A2_vloo_ez_f1,A0_vloo_ez_auprc,A1_vloo_ez_auprc,A2_vloo_ez_auprc
1,0.6557913923549896,0.6549997115717437,0.6375856742877333,-0.0007916807832458739,-0.017414037284010475,-0.01820571806725635,0.500560905468756,0.4924004134795811,0.4592380560005132,0.565550030895823,0.574869534684062,0.5730346678487866
2,0.630955786325774,0.6410958089865288,0.6521943011546099,0.010140022660754866,0.011098492168081009,0.021238514828835875,0.3879922296610419,0.4029429075314936,0.4288049764970108,0.6105209751236655,0.6194118228731548,0.6173362557397938
3,0.5671792223702601,0.6101185971670673,0.5869487467846777,0.042939374796807206,-0.023169850382389612,0.019769524414417594,0.2714326554780161,0.34562808423985697,0.30272811319565296,0.4019815568821986,0.44018563994192444,0.4455446204732831
4,0.6282522893939183,0.6329791804569156,0.6178796723655929,0.004726891062997285,-0.015099508091322655,-0.01037261702832537,0.4091925304313693,0.42109990527486596,0.39399309085666795,0.6382689581747247,0.6321366085814083,0.6405945497411063
5,0.5933187530611327,0.5907877503876969,0.5922729171185364,-0.002531002673435756,0.0014851667308394267,-0.0010458359425963293,0.4130342194496315,0.4093974838135933,0.4092042105086303,0.5090502519774197,0.5193948976335119,0.5181143645859368
