fold,method,patients,threshold,macro_f1,ez_f1,nez_f1,balanced_accuracy,ez_auprc,ez_auroc,accuracy
1,full,16,0.52,0.5704011224291181,0.36730829432949397,0.7734939505287424,0.641333038016934,0.4374423172479156,0.6849399297307381,0.6885899530802553
1,base,16,0.53,0.5671535831039134,0.3677051917918888,0.7666019744159381,0.6345438053602314,0.4436368492890367,0.6906781869150376,0.6822398685339506
1,prq,16,0.51,0.5650302355833646,0.38412194542254485,0.7459385257441844,0.6421693389497695,0.4624755521709212,0.7025193125399658,0.6608269010602419
1,bcr,16,0.5750000000000001,0.5860032926885109,0.3964618885688874,0.7755446968081343,0.6638400702695952,0.47324340550304494,0.6984718917258144,0.6921348747677964
1,cdel,16,0.495,0.5892148682012684,0.40279106075112314,0.7756386756514138,0.665069174516535,0.48019052762102604,0.7206458451955804,0.6915144598236687
2,full,16,0.45,0.6018567936212864,0.36082405150852037,0.8428895357340525,0.644763444444649,0.46120417313117956,0.7187709774752045,0.7607327868494751
2,base,16,0.47500000000000003,0.5919778716520703,0.351522979080207,0.8324327642239334,0.6416184880413208,0.45334793998208267,0.7167650171748469,0.746307540301357
2,prq,16,0.405,0.5886711046048902,0.338826230404065,0.8385159788057153,0.633324450823514,0.38066739225688323,0.6725414374686575,0.7583961833850433
2,bcr,16,0.385,0.5906157371336885,0.3553788654147782,0.8258526088525988,0.6404411957761168,0.36156830588376565,0.6984618441398331,0.7385324354397953
2,cdel,16,0.42,0.6007321013187217,0.364112142160803,0.8373520604766406,0.6558117019783452,0.4068250039000207,0.6967864448764811,0.7580141051703757
3,full,17,0.34500000000000003,0.5854524873512935,0.3204642012481718,0.850440773454415,0.609837281422199,0.48930369494999226,0.737683880914578,0.7642703354825839
3,base,17,0.375,0.6085112965794751,0.37309280731490096,0.8439297858440493,0.639585235761069,0.4884997766357852,0.7340474089797225,0.7594314575917152
3,prq,17,0.39,0.6450866498277893,0.4286419409615322,0.8615313586940462,0.6737462126978412,0.5407316488732521,0.7766765417574318,0.7848425871928394
3,bcr,17,0.36,0.6255454874108886,0.4069905752147297,0.8441003996070477,0.673617874527358,0.48157172453374053,0.7444300593133251,0.7596212764965373
3,cdel,17,0.385,0.6444111538919335,0.4237386400001921,0.8650836677836748,0.6744916666141979,0.5479475792416549,0.7827278725953031,0.7888954475020705
4,full,15,0.535,0.579259142061825,0.374465128385973,0.784053155737677,0.5985422187746925,0.5301817893774847,0.6569593320442191,0.7015722625178336
4,base,15,0.435,0.5738967312544836,0.3858616336024642,0.761931828906503,0.5908744215661065,0.4947298315745484,0.6205446867095129,0.6785469762716263
4,prq,15,0.43,0.5163892435119155,0.25226822752107914,0.7805102595027518,0.5485273013544995,0.49222409527694566,0.6229940916900573,0.6792813519195248
4,bcr,15,0.43,0.60746863335789,0.43390897715465826,0.781028289561122,0.6185920629019459,0.5474067169957515,0.6686961743869377,0.7070471495172216
4,cdel,15,0.405,0.5053941929800333,0.2236472953120468,0.7871410906480197,0.5409137795168509,0.5136784264184302,0.6409730213841985,0.6868240159355481
5,full,16,0.41500000000000004,0.6301272688549129,0.44691875676637316,0.8133357809434526,0.6662318172312371,0.5858098349767475,0.7511950498549096,0.7320370316088115
5,base,16,0.41500000000000004,0.6309902906402121,0.4474005768975879,0.8145800043828364,0.6659001303523158,0.5804929057257173,0.7484560290268266,0.7335542881642114
5,prq,16,0.5,0.6385218876477758,0.4744982149116014,0.8025455603839505,0.6824890702025751,0.5430773405824031,0.718426781754697,0.7234402496654662
5,bcr,16,0.41500000000000004,0.631929367662047,0.4684416289308871,0.795417106393207,0.6817748235275671,0.5590458419010202,0.7426138745114905,0.7173253287499087
5,cdel,16,0.465,0.6658254924434063,0.4905786914302467,0.8410722934565658,0.7013518188119825,0.6098856459280966,0.7631513679255846,0.7682048961493715
