center,n_channels,n_ez,ez_fraction,patient_ez_f1,patient_macro_f1,patient_auroc_ez,patient_auprc_ez,ez_mrr,recall_at_true_count,recall_lift,auprc_lift,is_high_ez_fraction
hup,101.86111111111111,17.11111111111111,0.18208722230341245,0.5019096176846537,0.6930026163028189,0.8065015489987765,0.5607138139998057,0.8000330687830688,0.5019096176846537,0.3198223953812413,0.3786265916963933,0.05555555555555555
lzu,104.71428571428571,38.17857142857143,0.3750981017998692,0.4616111087754717,0.5703236953920693,0.6021267852754429,0.49289382497310036,0.6780187074829931,0.4616111087754717,0.0865130069756025,0.11779572317323117,0.4642857142857143
multicenter,61.666666666666664,10.933333333333334,0.17469582418906832,0.473018833018833,0.681252622690508,0.742137161239057,0.5185834172391062,0.672962962962963,0.473018833018833,0.2983230088297647,0.3438875930500378,0.13333333333333333
pediatric,117.0,24.363636363636363,0.221505481928253,0.3305284879909411,0.5686876665752443,0.585358026360227,0.4126524495453824,0.5384529505582137,0.3305284879909411,0.10902300606268808,0.19114696761712938,0.09090909090909091
