config,score_name,score_variant,gamma,fusion_space,fold_idx,patient_macro_f1,patient_macro_ez_f1,patient_macro_auprc_ez,patient_macro_ez_mrr,top1_is_ez_rate,n_patients
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.05,0.05,score,1,0.6274508861975217,0.4612074698358844,0.5015643557286276,0.6187746256895194,0.4444444444444444,18
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.05,0.05,score,2,0.6181352596084747,0.37784389835833626,0.43113217543712845,0.5861111111111111,0.3888888888888889,18
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.05,0.05,score,3,0.6612754769908075,0.4626378848057597,0.5312499977585792,0.767962962962963,0.6666666666666666,18
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.05,0.05,score,4,0.596760792581636,0.4607379861291753,0.5101192436468595,0.7061253561253561,0.6111111111111112,18
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.05,0.05,score,5,0.7189479692232261,0.5880454088141849,0.6408837447415466,0.7777623969484435,0.7222222222222222,18
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.10,0.1,score,1,0.6274508861975217,0.4612074698358844,0.5085505404239323,0.6465524034672971,0.5,18
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.10,0.1,score,2,0.6199099509664995,0.38062167613611403,0.43113194929918586,0.5768518518518518,0.3888888888888889,18
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.10,0.1,score,3,0.6612754769908075,0.4626378848057597,0.5309885708957753,0.767962962962963,0.6666666666666666,18
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.10,0.1,score,4,0.5955153951374081,0.4592759978250817,0.5097303243608255,0.6787037037037037,0.5555555555555556,18
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.10,0.1,score,5,0.717046514196771,0.5853999061686822,0.6418274601854387,0.8058454250314715,0.7777777777777778,18
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.15,0.15,score,1,0.6290748178214534,0.46231858094699557,0.5082247582003875,0.6446759259259259,0.5,18
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.15,0.15,score,2,0.6209390751817921,0.38197668968624954,0.43118694363943194,0.5648148148148148,0.3888888888888889,18
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.15,0.15,score,3,0.6612754769908075,0.4626378848057597,0.5307513646714956,0.767962962962963,0.6666666666666666,18
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.15,0.15,score,4,0.5986562229310137,0.46381659611568005,0.5113280687494371,0.6546296296296297,0.5,18
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.15,0.15,score,5,0.717046514196771,0.5853999061686822,0.6408035728522706,0.8058530249706721,0.7777777777777778,18
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.05,-0.05,score,1,0.6274508861975217,0.4612074698358844,0.4978619708949375,0.6197666891815827,0.4444444444444444,18
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.05,-0.05,score,2,0.6181352596084747,0.37784389835833626,0.43307054986201204,0.5861111111111111,0.3888888888888889,18
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.05,-0.05,score,3,0.6640007724237774,0.46796779454743415,0.5316058486021943,0.7494444444444445,0.6111111111111112,18
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.05,-0.05,score,4,0.6044182789071982,0.47206554489894903,0.5058880649255149,0.695679012345679,0.6111111111111112,18
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.05,-0.05,score,5,0.7037289135875038,0.5581291830646258,0.6327582592600103,0.7777623969484435,0.7222222222222222,18
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.10,-0.1,score,1,0.6274508861975217,0.4612074698358844,0.49281520694076225,0.642914837329731,0.5,18
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.10,-0.1,score,2,0.6301859773919216,0.399766556310406,0.4356512607187806,0.5907407407407407,0.3888888888888889,18
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.10,-0.1,score,3,0.6602980900620353,0.4628175074822534,0.5297675133964055,0.7401851851851853,0.6111111111111112,18
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.10,-0.1,score,4,0.604679662349731,0.4703035651179015,0.5021781185889812,0.6683560753736192,0.5555555555555556,18
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.10,-0.1,score,5,0.7028435100964843,0.5572999956682742,0.632619732416408,0.7777623969484435,0.7222222222222222,18
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.20,-0.2,score,1,0.6263825101291457,0.459782968411383,0.49041321408465105,0.6439069008217945,0.5,18
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.20,-0.2,score,2,0.6298220499550824,0.39922189400103775,0.4389453025212879,0.6462962962962963,0.5,18
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.20,-0.2,score,3,0.6602980900620353,0.4628175074822534,0.527640354892007,0.7402777777777777,0.6111111111111112,18
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.20,-0.2,score,4,0.600039777295819,0.46243317163325975,0.4990374599594737,0.6531771968046478,0.5555555555555556,18
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.20,-0.2,score,5,0.7047449651229394,0.5599454983137768,0.630383475869609,0.7777623969484435,0.7222222222222222,18
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_core,score_core,,score,1,0.5974573071598119,0.42639933197193025,0.5052833331021853,0.6115249719416387,0.5,18
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_core,score_core,,score,2,0.629911902292614,0.39656932509531495,0.44529873489193394,0.6546934865900383,0.5,18
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_core,score_core,,score,3,0.6567834162819838,0.4530272023852127,0.5222739566848158,0.7614814814814815,0.6666666666666666,18
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_core,score_core,,score,4,0.5917271821192978,0.45702024777763267,0.501143510893849,0.6292328042328043,0.5,18
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_core,score_core,,score,5,0.7162615594273402,0.5915741209492188,0.6361209398386412,0.8268366727383121,0.7777777777777778,18
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_eval,score_eval,,score,1,0.6274508861975217,0.4612074698358844,0.4986184230218675,0.6187746256895194,0.4444444444444444,18
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_eval,score_eval,,score,2,0.6181352596084747,0.37784389835833626,0.43288380674921684,0.5861111111111111,0.3888888888888889,18
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_eval,score_eval,,score,3,0.663516805621025,0.46660613877401363,0.5311309651123106,0.7494444444444445,0.6111111111111112,18
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_eval,score_eval,,score,4,0.6044182789071982,0.47206554489894903,0.5072180499646499,0.6962962962962963,0.6111111111111112,18
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_eval,score_eval,,score,5,0.7172074489410392,0.5845180719535147,0.6409691150718346,0.7777623969484435,0.7222222222222222,18
