variant,seed_count,macro_f1,macro_f1_std,accuracy,accuracy_std,brier,brier_std,ece,ece_std,sensitivity,sensitivity_std,specificity,specificity_std,ppv,ppv_std,npv,npv_std,balanced_accuracy,balanced_accuracy_std,auroc,auroc_std,auprc,auprc_std,macro_f1_at_0_5,macro_f1_at_0_5_std,patient_count,patient_count_std
H1_SUMMARY_ML,1,0.25,0.0,0.3333333333333333,0.0,0.3885373293889585,0.0,0.3799846097622369,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,,,0.5,0.0,0.5,0.0,0.5,0.0,0.25,0.0,3.0,0.0
H2_HIER_POOL,1,0.25,0.0,0.3333333333333333,0.0,0.31565508957364713,0.0,0.31145661070801606,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,,,0.5,0.0,1.0,0.0,1.0,0.0,0.25,0.0,3.0,0.0
H3_ATTENTION_MIL,1,0.4,0.0,0.6666666666666666,0.0,0.2737350666885207,0.0,0.22818615460031139,0.0,0.0,0.0,1.0,0.0,,,0.6666666666666666,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.25,0.0,3.0,0.0
H4_MULTI_CORE,1,0.25,0.0,0.3333333333333333,0.0,0.2965240974957771,0.0,0.27210290087284333,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,,,0.5,0.0,0.5,0.0,0.5,0.0,0.25,0.0,3.0,0.0
H5_ANCHORED_CORE,1,0.25,0.0,0.3333333333333333,0.0,0.3197176034754318,0.0,0.30776849588339766,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,,,0.5,0.0,0.5,0.0,0.5,0.0,0.25,0.0,3.0,0.0
H6_ANCHORED_UOT_DESC,1,0.25,0.0,0.3333333333333333,0.0,0.3328537578887224,0.0,0.3258909684614773,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,,,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.25,0.0,3.0,0.0
