model,seed,outer_fold,macro_f1,accuracy,brier,ece,sensitivity,specificity,ppv,npv,balanced_accuracy,auroc,auprc,n_patients,undefined_reasons
majority,42,3,0.3829787234042553,0.6206896551724138,0.23586092010650758,0.020661872425890015,1.0,0.0,0.6206896551724138,,0.5,0.5,0.6206896551724138,29,{'npv': 'zero_denominator'}
majority,42,2,0.375,0.6,0.24002626588267484,0.005125025138950301,1.0,0.0,0.6,,0.5,0.5,0.6,30,{'npv': 'zero_denominator'}
majority,42,5,0.375,0.6,0.24002626588267484,0.005125025138950301,1.0,0.0,0.6,,0.5,0.5,0.6,30,{'npv': 'zero_denominator'}
majority,42,4,0.375,0.6,0.2400262658826748,0.005125025138950301,1.0,0.0,0.6,,0.5,0.5,0.6,30,{'npv': 'zero_denominator'}
majority,42,1,0.375,0.6,0.24002626588267484,0.005125025138950301,1.0,0.0,0.6,,0.5,0.5,0.6,30,{'npv': 'zero_denominator'}
