outer_fold,n_patients,patient_macro_f1,patient_ez_f1,patient_nez_f1,patient_balanced_accuracy,patient_ez_auprc,patient_ez_mrr
1,36,0.6904010579392345,0.4949576913327714,0.8858444245456978,0.6904010579392345,0.554120642379811,0.8294151835818503
