models,best_candidate,best_oracle_candidate,best_true_k_candidate,best_global_threshold_candidate,weight_objective,weights,equal_weight_oracle_f1,best_simplex_ensemble_oracle_f1,best_simplex_ensemble_true_k_f1,optimistic_in_sample_global_threshold_f1,optimistic_in_sample_global_threshold,ensemble_gain_over_best_single
"['rbf_svm', 'v3']",dirichlet_02077,dirichlet_02077,pair_0_1_04,dirichlet_02703,patient_oracle_threshold_macro_f1,"{'rbf_svm': 0.07690763013918478, 'v3': 0.9230923698608152}",0.665729117712153,0.6929049372115093,0.6434695856809138,0.6104288299033682,0.7883896049390456,0.0006375075801635655
