outer_fold,decision_threshold,threshold_source,inner_cv_used,success_auprc,failure_auprc,auroc,macro_f1,weighted_f1,balanced_accuracy,accuracy,success_precision,success_recall,failure_precision,failure_recall,specificity_for_failure,brier,ece,true_failure_pred_failure,true_failure_pred_success,true_success_pred_failure,true_success_pred_success,tn,fp,fn,tp
1,0.5,fixed_predefined_0_5,False,0.75,0.8055555555555556,0.6666666666666667,0.2857142857142857,0.22857142857142856,0.5,0.4,0.4,1.0,0.0,0.0,0.0,0.27456084838073236,0.18836005926132204,0,3,0,2,0,3,0,2
