classification_threshold,patient_macro_accuracy,patient_macro_balanced_accuracy,patient_macro_f1,patient_weighted_f1,patient_macro_nez_precision,patient_macro_nez_recall,patient_macro_nez_f1,patient_macro_ez_precision,patient_macro_ez_recall,patient_macro_ez_f1,patient_macro_auroc_nez,patient_macro_auprc_nez,patient_macro_auroc_ez,patient_macro_auprc_ez,patient_macro_ez_recall_at_true_count,patient_macro_ez_mrr,top1_is_ez_rate,predicted_nez_count_mae,predicted_nez_fraction_mae,macro_topk_recall,ez_recall_at_true_count,nez_count_mae,nez_fraction_mae,decision_rule,threshold_source,true_count_used_for_prediction,n_patient_rows,n_unique_subjects,centers_count_string,worst_center_f1,best_center_f1,center_gap_f1,center_hup_patient_macro_f1,center_lzu_patient_macro_f1,center_multicenter_patient_macro_f1,center_pediatric_patient_macro_f1,worst_center_nez_f1,best_center_nez_f1,center_gap_nez_f1,center_hup_nez_f1,center_lzu_nez_f1,center_multicenter_nez_f1,center_pediatric_nez_f1,pooled_accuracy,pooled_balanced_accuracy,pooled_macro_f1,pooled_weighted_f1,pooled_auroc_nez,pooled_auprc_nez,pooled_auroc_ez,pooled_auprc_ez,outer_fold,model_seed,best_epoch,training_mode,inner_crossfit_used,path_head_used,validation_selected_threshold
0.4,0.8032889151307475,0.6921496452496205,0.652415316315776,0.8002256398094866,0.872937085013563,0.8926244866184503,0.8756230799856908,0.4769132407284741,0.4916748038807909,0.42920755264586097,0.7763835689130674,0.9188834658154108,0.7763835689130674,0.48867329290100553,0.4336974516105454,0.660238603988604,0.5277777777777778,10.805555555555555,0.10770217148154976,0.4336974516105454,0.4336974516105454,10.805555555555555,0.10770217148154976,fixed_probability_threshold,fixed_or_validation,False,36.0,36.0,hup=36,0.652415316315776,0.652415316315776,0.0,0.652415316315776,0.0,0.0,0.0,0.8756230799856908,0.8756230799856908,0.0,0.8756230799856908,0.0,0.0,0.0,0.8071993455140442,0.6476865685936483,0.6498953089920831,0.8057274200299087,0.7416979529811389,0.9240997076768792,0.7416979529811387,0.3822323907760381,1,52,19,direct_outer_only,False,False,0.39999999999999997
