metric,mean,ci_low,ci_high,valid_repeats,skipped_single_class
failure_auprc,0.41880341880341887,0.3333333333333333,0.6666666666666666,39,11
auroc,0.0,0.0,0.0,39,11
macro_f1,0.2884615384615385,0.25,0.4,39,11
balanced_accuracy,0.5,0.5,0.5,39,11
accuracy,0.41880341880341887,0.3333333333333333,0.6666666666666666,39,11
failure_recall,1.0,1.0,1.0,39,11
specificity,0.0,0.0,0.0,39,11
brier,0.2695133482270718,0.23090807334743838,0.28333356524188363,39,11
