perturbation,status,macro_f1,accuracy,brier,ece,sensitivity,specificity,ppv,npv,balanced_accuracy,auroc,auprc,undefined_reasons
channel_dropout_10,evaluated,0.25,0.3333333333333333,0.33205551623257396,0.3250476748707312,1.0,0.0,0.3333333333333333,,0.5,0.0,0.3333333333333333,"{""npv"": ""zero_denominator""}"
channel_dropout_20,evaluated,0.25,0.3333333333333333,0.33329352415298424,0.3268410564517323,1.0,0.0,0.3333333333333333,,0.5,0.0,0.3333333333333333,"{""npv"": ""zero_denominator""}"
channel_dropout_30,evaluated,0.25,0.3333333333333333,0.33196991062912756,0.32497243755630817,1.0,0.0,0.3333333333333333,,0.5,0.0,0.3333333333333333,"{""npv"": ""zero_denominator""}"
channel_permutation,evaluated,0.25,0.3333333333333333,0.3328509991086561,0.3258881897438553,1.0,0.0,0.3333333333333333,,0.5,0.0,0.3333333333333333,"{""npv"": ""zero_denominator""}"
original,evaluated,0.25,0.3333333333333333,0.3328537578887224,0.3258909684614773,1.0,0.0,0.3333333333333333,,0.5,0.0,0.3333333333333333,"{""npv"": ""zero_denominator""}"
seizure_dropout,evaluated,0.25,0.3333333333333333,0.3329546618748506,0.32584108521952776,1.0,0.0,0.3333333333333333,,0.5,0.0,0.3333333333333333,"{""npv"": ""zero_denominator""}"
shuffled_signal,evaluated,0.25,0.3333333333333333,0.34072548591827484,0.3433711711328929,1.0,0.0,0.3333333333333333,,0.5,0.0,0.3333333333333333,"{""npv"": ""zero_denominator""}"
window_order_shuffle,evaluated,0.25,0.3333333333333333,0.3393021967258456,0.3390202602017241,1.0,0.0,0.3333333333333333,,0.5,0.0,0.3333333333333333,"{""npv"": ""zero_denominator""}"
