source_file,config,patient_macro_f1,patient_macro_ez_f1,patient_macro_auprc_ez,patient_macro_ez_mrr,top1_is_ez_rate,passes_main_gate,variant_family,score_variant,score_space,alpha,beta,gamma,score_name,fusion_space,n_patients,_source_cfg,beats_a9v3_f1,beats_a9v3_ez_f1,beats_a9v3_auprc,beats_a9v3_mrr,beats_a9v3_top1,f1_bin,ez_f1_bin,auprc_bin,mrr_bin,top1_bin,similar_group_id
lcbo_teacher_anchor_rescore_summary.csv,A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,0.6433236169948586,0.4724678466997467,0.523557960381775,0.7243271180526083,0.6222222222222222,True,teacher_anchor,teacher_plus_broad_core_a0.20_b+0.20,patient_zscore_probability,0.2,0.2,,teacher_plus_broad_core_a0.20_b+0.20,,90.0,lcbo_teacher_anchor_rescore_summary.csv,True,True,True,True,True,0.643,0.472,0.524,0.724,0.622,0.643_0.472_0.524_0.724_0.622
lcbo_teacher_anchor_rescore_summary.csv,A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,0.643057337643612,0.4721410493141257,0.5240633757375339,0.7243217503660812,0.6222222222222222,True,teacher_anchor,teacher_plus_broad_core_a0.20_b+0.20,patient_zscore_probability,0.2,0.2,,teacher_plus_broad_core_a0.20_b+0.20,,90.0,lcbo_teacher_anchor_rescore_summary.csv,True,True,True,True,True,0.643,0.472,0.524,0.724,0.622,0.643_0.472_0.524_0.724_0.622
lcbo_teacher_anchor_rescore_summary.csv,A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,0.6432030040492808,0.4707852187134565,0.5237226439975914,0.7237833990829633,0.6111111111111112,True,teacher_anchor,teacher_plus_broad_core_a0.20_b-0.05,patient_zscore_probability,0.2,-0.05,,teacher_plus_broad_core_a0.20_b-0.05,,90.0,lcbo_teacher_anchor_rescore_summary.csv,True,True,True,True,True,0.643,0.471,0.524,0.724,0.611,0.643_0.471_0.524_0.724_0.611
lcbo_teacher_anchor_rescore_summary.csv,A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,0.6430716714713284,0.4706440697460298,0.5242856689223853,0.7234448373391038,0.6111111111111112,True,teacher_anchor,teacher_plus_broad_a0.20,patient_zscore_probability,0.2,,,teacher_plus_broad_a0.20,,90.0,lcbo_teacher_anchor_rescore_summary.csv,True,True,True,True,True,0.643,0.471,0.524,0.723,0.611,0.643_0.471_0.524_0.723_0.611
lcbo_teacher_anchor_rescore_summary.csv,A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,0.6430716714713284,0.4706440697460298,0.5242856689223853,0.7234448373391038,0.6111111111111112,True,teacher_anchor,teacher_plus_broad_core_a0.20_b+0.00,patient_zscore_probability,0.2,0.0,,teacher_plus_broad_core_a0.20_b+0.00,,90.0,lcbo_teacher_anchor_rescore_summary.csv,True,True,True,True,True,0.643,0.471,0.524,0.723,0.611,0.643_0.471_0.524_0.723_0.611
lcbo_teacher_anchor_rescore_summary.csv,A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,0.6442030217192161,0.4729698294426496,0.525150017650085,0.7215821315576219,0.6111111111111112,True,teacher_anchor,teacher_plus_broad_core_a0.30_b+0.05,patient_zscore_probability,0.3,0.05,,teacher_plus_broad_core_a0.30_b+0.05,,90.0,lcbo_teacher_anchor_rescore_summary.csv,True,True,True,True,True,0.644,0.473,0.525,0.722,0.611,0.644_0.473_0.525_0.722_0.611
lcbo_teacher_anchor_rescore_summary.csv,A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,0.6444357299946785,0.4736898443834993,0.524606998873445,0.7185531857807856,0.6111111111111112,True,teacher_anchor,teacher_plus_broad_core_a0.30_b+0.10,patient_zscore_probability,0.3,0.1,,teacher_plus_broad_core_a0.30_b+0.10,,90.0,lcbo_teacher_anchor_rescore_summary.csv,True,True,True,True,True,0.644,0.474,0.525,0.719,0.611,0.644_0.474_0.525_0.719_0.611
lcbo_teacher_anchor_rescore_summary.csv,A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,0.6438022952804027,0.4717265767381478,0.5236484494716412,0.7182278435274078,0.6,True,teacher_anchor,teacher_plus_broad_core_a0.20_b-0.05,patient_zscore_probability,0.2,-0.05,,teacher_plus_broad_core_a0.20_b-0.05,,90.0,lcbo_teacher_anchor_rescore_summary.csv,True,True,True,True,True,0.644,0.472,0.524,0.718,0.6,0.644_0.472_0.524_0.718_0.6
lcbo_teacher_anchor_rescore_summary.csv,A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,0.6439320816611408,0.4724526068658059,0.5254063720561319,0.7180844878120877,0.6,True,teacher_anchor,teacher_plus_broad_core_a0.30_b+0.05,patient_zscore_probability,0.3,0.05,,teacher_plus_broad_core_a0.30_b+0.05,,90.0,lcbo_teacher_anchor_rescore_summary.csv,True,True,True,True,True,0.644,0.472,0.525,0.718,0.6,0.644_0.472_0.525_0.718_0.6
lcbo_teacher_anchor_rescore_summary.csv,A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,0.6431468431043752,0.4720218407211941,0.5242033626377334,0.7178779809371915,0.6111111111111112,True,teacher_anchor,teacher_plus_broad_core_a0.05_b+0.20,patient_zscore_probability,0.05,0.2,,teacher_plus_broad_core_a0.05_b+0.20,,90.0,lcbo_teacher_anchor_rescore_summary.csv,True,True,True,True,True,0.643,0.472,0.524,0.718,0.611,0.643_0.472_0.524_0.718_0.611
