outer_fold,model_seed,fold_tag,epoch,loss,cane_path_total_loss,cane_path_group_pbce,cane_path_patient_balanced_bce,cane_path_clean_nez_bce,cane_path_observed_ez_bce,cane_path_soft_worst_loss,cane_path_present_center_count,cane_path_single_center_batch,cane_path_soft_macro_f1_loss,cane_path_soft_nez_f1,cane_path_soft_ez_f1,cane_path_anchor_loss,cane_path_anchor_compactness,cane_path_prototype_diversity_loss,cane_path_hc_rank_loss,cane_path_valid_rank_patient_count,cane_path_residual_l2,cane_path_mean_anchor_residual,cane_path_mean_abs_anchor_residual,cane_path_mean_seizure_residual,cane_path_mean_abs_seizure_residual,cane_path_mean_causal_residual,cane_path_mean_abs_causal_residual,cane_path_causal_residual_saturation_rate,bce,cane_path_prototype_utilization_0,cane_path_prototype_utilization_1,cane_path_prototype_utilization_2,cane_path_prototype_utilization_3,val_patient_macro_auprc_nez,val_patient_macro_auprc_ez,val_balanced_patient_auprc_hmean,val_min_patient_macro_auprc,val_patient_ranking_oracle_macro_f1,val_worst_center_auprc_hmean,val_validation_patient_macro_f1,val_validation_patient_nez_f1,val_validation_selected_threshold
1,52,outer1_direct,1,0.7712337269502527,0.7712337269502527,0.6886174047694487,0.6883972392362707,0.7357902316486135,0.641004204750061,0.6894979932728935,3.0,0.0,0.5507754928925458,0.5765618646846098,0.32188715522780137,0.0,0.7945177765453563,0.0,0.0,0.0,3.037106357648031e-07,6.973880484859847e-08,3.833375890013378e-05,0.00038306086250539757,0.00038306086250539757,0.0002637003841193612,0.0002637003841193612,0.0,0.6886174047694487,0.2747466572943856,0.2569078636520049,0.2348596436135909,0.2334858345634797,0.7856724749209735,0.3469019889426243,0.48129523118116974,0.3469019889426243,0.5824059394826204,0.3666275111726703,0.4891944457914989,0.7264967639484382,0.44999999999999996
1,52,outer1_direct,2,0.7572025306084577,0.7572025306084577,0.675605388248668,0.6752247950609993,0.7170901649138507,0.6333594111835256,0.6771276312715867,3.0,0.0,0.5439809560775757,0.5842754735666162,0.327762616907849,0.0,0.7943162532413707,0.0,0.0,0.0,2.1517511654297672e-06,-1.853898280380824e-07,3.830427393789732e-05,0.0011796963072436698,0.0011796963072436698,0.0008126745781149058,0.0008126745781149058,0.0,0.675605388248668,0.28532811648705425,0.25917493508142586,0.22669722490450916,0.22879972002085516,0.8010848122476261,0.4408245069653893,0.5687014533722975,0.4408245069653893,0.6321083602738102,0.4516480857167866,0.520598888568247,0.8128107320827822,0.42499999999999993
1,52,outer1_direct,3,0.7427835183985093,0.7427835183985093,0.6622779334292692,0.6619424714761621,0.6984922956017887,0.6253926228074467,0.6636196585262523,3.0,0.0,0.5367038916139042,0.5930479659753687,0.3335442402783562,0.0,0.7892866204766666,0.0,0.0,0.0,5.79442522554446e-06,8.728439252415816e-09,3.821293648798019e-05,0.001951692797079244,0.001951692797079244,0.0013593070496640662,0.0013593070496640662,0.0,0.6622779334292692,0.2871670302222757,0.26835742768119364,0.21812370419502258,0.22635183965458588,0.8095779280140402,0.46388748997034757,0.5898127544857005,0.46388748997034757,0.6366582886875659,0.5240242481410485,0.5368116904368626,0.8212914183149761,0.42499999999999993
1,52,outer1_direct,4,0.7399585702840019,0.7399585702840019,0.6596969576442943,0.6591470872654634,0.6937117646722233,0.6245824168710148,0.6618963269626393,3.0,0.0,0.5350774000672733,0.595762684064753,0.3340825079118504,0.0,0.7827588810640222,0.0,0.0,0.0,1.1080101477786871e-05,2.935118902434945e-07,3.813452969873598e-05,0.0026894464321872767,0.0026894464321872767,0.0019114975653150503,0.0019114975653150503,0.0,0.6596969576442943,0.2842157816185671,0.27682046855197234,0.21458040528437672,0.22438334191546722,0.8145838248786853,0.48559627763146157,0.6084678152145477,0.48559627763146157,0.6580001733906882,0.562792195907304,0.5479712377997727,0.7708465549042174,0.44999999999999996
1,52,outer1_direct,5,0.7242590188980103,0.7242590188980103,0.6454625340069041,0.6445808130152085,0.6735853202202741,0.6155763233409208,0.6489893478505752,3.0,0.0,0.5253098957678851,0.6052819209940293,0.3440982743221171,0.0,0.7852463161244112,0.0,0.0,0.0,1.805942183101947e-05,2.713074045685209e-07,3.827933858915725e-05,0.0034289324163075756,0.0034289324163075756,0.0024554903399856653,0.0024554903399856653,0.0,0.6454625340069041,0.28211605198243084,0.27702218820067015,0.21769553510581746,0.22316622383454265,0.8173764167987636,0.49509653489878425,0.616668299551073,0.49509653489878425,0.6623251779832695,0.5655744294877891,0.5769333380326219,0.7761484100168682,0.44999999999999996
1,52,outer1_direct,6,0.7377434197594138,0.7377434197594138,0.6433166651164784,0.6426995361552519,0.668076869319467,0.6173222275341258,0.6457851038259619,3.0,0.0,0.5265560500762042,0.6090305272270652,0.33785737787975983,0.5147741138935089,0.5147741138935089,0.0,0.0,0.0,2.615846139687004e-05,9.849553868983041e-07,3.948738081175286e-05,0.0041240969097570464,0.0041240969097570464,0.002965596751036013,0.002965596751036013,0.0,0.6433166651164784,0.23887859898455002,0.2938489712336484,0.2287081488791634,0.2385642870384104,0.8181151438141175,0.4971707468564807,0.6184859427896457,0.4971707468564807,0.6632533175105652,0.5674516646312313,0.5775888655690066,0.7758796156224641,0.44999999999999996
1,52,outer1_direct,7,0.7353971881024978,0.7353971881024978,0.6421238604713889,0.6414758633164799,0.6676409419845132,0.6153107601053575,0.6447157684494468,3.0,0.0,0.5249406975858352,0.6092501563184402,0.34086843711488385,0.4844012120190789,0.4844012120190789,0.0,0.0,0.0,3.592055402216776e-05,1.5106172868934878e-06,3.933777471127756e-05,0.004825694376931471,0.004825694376931471,0.0034831026021172017,0.0034831026021172017,0.0,0.6421238604713889,0.2342704788726919,0.3003532851443571,0.2260676341898301,0.23930860179312088,0.8184457045446814,0.497905463489116,0.6191487465623351,0.497905463489116,0.6634792905679685,0.5679770029084888,0.5846992106232687,0.8127369359669383,0.42499999999999993
1,52,outer1_direct,8,0.7349570709116319,0.7349570709116319,0.6422820476924672,0.641425304553088,0.6646685144480537,0.6181820876458112,0.6457089466207168,3.0,0.0,0.5235974122496212,0.6109390188665951,0.3418661548810847,0.47117200143197,0.47117200143197,0.0,0.0,0.0,4.680159648106543e-05,1.8608083711810383e-06,3.932948011959739e-05,0.005520779886009062,0.005520779886009062,0.003963133265428683,0.003963133265428683,0.0,0.6422820476924672,0.23678356934996211,0.303015773787218,0.22293520236716552,0.23726544573026545,0.8185386503085266,0.4999824005026397,0.6207787415053715,0.4999824005026397,0.6635134585045667,0.5691847098982555,0.5877020143705569,0.8131722906690395,0.42499999999999993
1,52,outer1_direct,9,0.7306420697885401,0.7306420697885401,0.6391654295079848,0.6379379069103914,0.6601491675657385,0.6157266602796667,0.6440754462690914,3.0,0.0,0.5203370837604299,0.6110969501383164,0.3482288963654462,0.44752590270603404,0.44752590270603404,0.0,0.0,0.0,5.923462231294252e-05,2.3965326229646213e-06,3.935290271114996e-05,0.006196611971758744,0.006196611971758744,0.004478607628056232,0.004478607628056232,0.0,0.6391654295079848,0.23188849407083847,0.29489223133115205,0.22813098921495326,0.24508828888921178,0.8186097616407453,0.5013540651887674,0.6218554227922864,0.5013540651887674,0.6657963637130894,0.570355013378851,0.5910482031012831,0.8120868903527143,0.42499999999999993
1,52,outer1_direct,10,0.7267287478727453,0.7267287478727453,0.635979175567627,0.6347412361818201,0.6523359838654014,0.6171464990167057,0.6409308629877427,3.0,0.0,0.5192525632241193,0.6158270345014685,0.3456678329145207,0.42871050974901986,0.42871050974901986,0.0,0.0,0.0,7.290770308292635e-05,2.6741241821154665e-06,3.962180477067116e-05,0.006891503902700017,0.006891503902700017,0.004948840476572514,0.004948840476572514,0.0,0.635979175567627,0.2261277279433082,0.2895897346384385,0.22835013971609228,0.25593238893677206,0.8186461266497627,0.5049184832863777,0.6246005030856927,0.5049184832863777,0.6696203261938287,0.5708259443239059,0.5916333100266626,0.8111544548493619,0.42499999999999993
