n_patients,accuracy,balanced_accuracy,macro_f1,auroc,success_auprc,failure_auprc,success_precision,failure_precision,failure_recall,success_recall,brier,ece,threshold
4,0.5,0.5,0.3333333333333333,0.5,0.5833333333333333,0.75,0.5,0.0,0.0,1.0,0.25782114851681737,0.20445407927036285,0.5
