fold_id,n_test_patients,fit_patients_before_dropout,fit_patients_after_dropout,train_subject_dropout_count,train_subject_dropout_subjects,center_count_string,test_loss,classification_threshold,patient_macro_accuracy,patient_macro_balanced_accuracy,patient_macro_f1,patient_weighted_f1,patient_macro_nez_precision,patient_macro_nez_recall,patient_macro_nez_f1,patient_macro_ez_precision,patient_macro_ez_recall,patient_macro_ez_f1,patient_macro_auroc_nez,patient_macro_auprc_nez,patient_macro_auroc_ez,patient_macro_auprc_ez,patient_macro_ez_recall_at_true_count,patient_macro_ez_mrr,top1_is_ez_rate,macro_topk_recall,ez_recall_at_true_count,n_patient_rows,n_unique_subjects,centers_count_string,worst_center_f1,best_center_f1,center_gap_f1,center_hup_patient_macro_f1,center_lzu_patient_macro_f1,center_multicenter_patient_macro_f1,center_pediatric_patient_macro_f1,worst_center_nez_f1,best_center_nez_f1,center_gap_nez_f1,center_hup_nez_f1,center_lzu_nez_f1,center_multicenter_nez_f1,center_pediatric_nez_f1,negative_anchor_gate,negative_anchor_gate_hup,negative_anchor_gate_lzu,negative_anchor_gate_multicenter,negative_anchor_gate_pediatric,negative_anchor_loss,negative_anchor_mean_d_ez,negative_anchor_mean_d_nez,negative_anchor_separation,negative_anchor_alpha,negative_anchor_beta,pooled_accuracy,pooled_balanced_accuracy,pooled_macro_f1,pooled_weighted_f1,pooled_auroc_nez,pooled_auprc_nez,pooled_auroc_ez,pooled_auprc_ez
1,21,47,47,0,,lzu=21,0.7924263694069602,0.5,0.6186561386065473,0.5941768264173392,0.5675531857437323,0.613877675802553,0.6560640115727303,0.758820531775305,0.6921470034370936,0.5132212851504153,0.42953312105937363,0.44295936805037106,0.6349834118312557,0.6990808856128525,0.6349834118312557,0.5625572514398136,0.5212962779265405,0.8015873015873015,0.6666666666666666,0.5212962779265405,0.5212962779265405,21.0,21.0,lzu=21,0.5675531857437323,0.5675531857437323,0.0,0.0,0.5675531857437323,0.0,0.0,0.6921470034370936,0.6921470034370936,0.0,0.0,0.6921470034370936,0.0,0.0,0.11832015961408615,0.11832015961408615,0.11832015961408615,0.11832015961408615,0.11832015961408615,0.5506158187275841,0.35714358659017653,0.3424784924302782,0.014665094159898303,0.9946351051330566,0.9840502142906189,0.6263428304530593,0.5846933738125261,0.5853740251641752,0.6162375976477774,0.6199371734331262,0.6998534735767497,0.6199371734331262,0.5028698088770915
