candidate_id,model,seed,center,strict_patient_macro_f1,true_k_patient_macro_f1,oracle_threshold_patient_macro_f1,oracle_prefix_patient_macro_f1,n_patients,n_channels
rbf_svm::seed_42,rbf_svm,42,hup,0.5220248126437685,0.6158840923967598,0.6703577624161869,0.6703577624161869,36,3667
rbf_svm::seed_42,rbf_svm,42,lzu,0.461424416894246,0.5187331558937677,0.5666018605069836,0.5672184741098655,28,2932
rbf_svm::seed_42,rbf_svm,42,multicenter,0.5741213528665601,0.6297168570915065,0.6718333299966162,0.6731471438104301,15,925
rbf_svm::seed_42,rbf_svm,42,pediatric,0.4205388798525465,0.5195210209119513,0.5622559565213312,0.5622559565213312,11,1287
v3::seed_0,v3,0,hup,0.6963657175381969,0.6963657175381969,0.7497282132052587,0.7497282132052587,36,3667
v3::seed_0,v3,0,lzu,0.5715532544005716,0.5715532544005716,0.6180783968549329,0.6180783968549329,28,2932
v3::seed_0,v3,0,multicenter,0.7010667160046015,0.7010667160046015,0.7470043660989314,0.7470043660989314,15,925
v3::seed_0,v3,0,pediatric,0.5686876665752443,0.5686876665752443,0.6184174898190639,0.6184174898190639,11,1287
