patient_macro_f1,patient_ez_f1,patient_nez_f1,patient_balanced_accuracy,patient_ez_auprc,patient_ez_mrr,n_patients,analysis_status,true_count_used_for_prediction
0.6596514048655923,0.4449170712731126,0.8743857384580719,0.6596514048655923,0.5402543089064276,0.7891975308641975,36,DIAGNOSTIC_ONLY_NOT_DEPLOYABLE,True
