outer_fold,threshold,success_auprc,failure_auprc,auroc,macro_f1,weighted_f1,balanced_accuracy,accuracy,success_precision,success_recall,failure_precision,failure_recall,specificity_for_failure,brier,ece,true_failure_pred_failure,true_failure_pred_success,true_success_pred_failure,true_success_pred_success,tn,fp,fn,tp
1,0.38,0.575073839204274,0.5396537551142814,0.5052083333333333,0.4269005847953216,0.45614035087719296,0.4583333333333333,0.5,0.5454545454545454,0.75,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.28653997449326657,0.2965361454662224,2,10,4,12,2,10,4,12
2,0.54,0.6222813848732967,0.5061791882158015,0.5416666666666666,0.5809523809523809,0.5959183673469387,0.5833333333333334,0.6071428571428571,0.631578947368421,0.75,0.5555555555555556,0.4166666666666667,0.4166666666666667,0.2508939808656858,0.18694331295534972,5,7,4,12,5,7,4,12
3,0.76,0.5666213901371433,0.44309893005545176,0.41711229946524064,0.3728590250329381,0.34886128364389235,0.4518716577540107,0.39285714285714285,0.5,0.17647058823529413,0.36363636363636365,0.7272727272727273,0.7272727272727273,0.3318928243088846,0.32471702033912586,8,3,14,3,8,3,14,3
4,0.53,0.7109875644315002,0.6849386724386726,0.6333333333333333,0.6345864661654135,0.6466165413533834,0.6416666666666667,0.6666666666666666,0.65,0.8666666666666667,0.7142857142857143,0.4166666666666667,0.4166666666666667,0.21686946729239442,0.16562535474392956,5,7,2,13,5,7,2,13
5,0.58,0.6162776268136175,0.6248843771515341,0.5989583333333334,0.49743589743589745,0.5025641025641026,0.5,0.5,0.5714285714285714,0.5,0.42857142857142855,0.5,0.5,0.2587252449502823,0.10364942430646412,6,6,8,8,6,6,8,8
