center,success_auprc,failure_auprc,auroc,macro_f1,weighted_f1,balanced_accuracy,accuracy,success_precision,success_recall,failure_precision,failure_recall,specificity_for_failure,brier,ece,true_failure_pred_failure,true_failure_pred_success,true_success_pred_failure,true_success_pred_success,tn,fp,fn,tp
hup,0.7919753086419754,0.6071428571428571,0.6388888888888888,0.4090909090909091,0.5664335664335665,0.5,0.6923076923076923,0.6923076923076923,1.0,0.0,0.0,0.0,0.24003401075234018,0.16570049982804513,0,4,0,9,0,4,0,9
lzu,0.5381944444444444,0.6438492063492064,0.41666666666666663,0.2857142857142857,0.22857142857142856,0.5,0.4,0.4,1.0,0.0,0.0,0.0,0.2559369971951245,0.12462134957313531,0,6,0,4,0,6,0,4
multicenter,0.5833333333333333,0.3333333333333333,0.0,0.4,0.5333333333333333,0.5,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0,0.0,0.24355102484030766,0.14015356699625647,0,1,0,2,0,1,0,2
pediatric,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.25019093661664016,0.026939213275909424,0,1,0,1,0,1,0,1
