fold_id,n_test_patients,center_count_string,test_loss,patient_macro_accuracy,patient_macro_balanced_accuracy,patient_macro_f1,patient_weighted_f1,patient_macro_nez_precision,patient_macro_nez_recall,patient_macro_nez_f1,patient_macro_ez_precision,patient_macro_ez_recall,patient_macro_ez_f1,patient_macro_auroc_nez,patient_macro_auprc_nez,patient_macro_auroc_ez,patient_macro_auprc_ez,patient_macro_ez_recall_at_true_count,patient_macro_ez_mrr,top1_is_ez_rate,macro_topk_recall,ez_recall_at_true_count,n_patient_rows,n_unique_subjects,centers_count_string,pooled_accuracy,pooled_balanced_accuracy,pooled_macro_f1,pooled_weighted_f1,pooled_auroc_nez,pooled_auprc_nez,pooled_auroc_ez,pooled_auprc_ez,selection_score,strategy
1,16,"hup=11,lzu=2,multicenter=3",0.6750177815556526,0.7937021982420078,0.5984937519155399,0.5984937519155399,0.7937021982420078,0.8530631849835539,0.8530631849835539,0.8530631849835539,0.34392431884752594,0.34392431884752594,0.34392431884752594,0.6715751446889691,0.872214299601914,0.6715751446889691,0.390647873269137,0.34392431884752594,0.5883490896358543,0.5,0.34392431884752594,0.34392431884752594,16.0,16.0,"hup=11,lzu=2,multicenter=3",0.8084507042253521,0.6496574944850807,0.6496574944850807,0.8084507042253521,0.6370416811796122,0.8827891774876632,0.6370416811796122,0.29198154138253685,0.5984937519155399,top_true_ez_count
2,16,"hup=4,lzu=9,multicenter=3",0.6777626648545265,0.6860338630694356,0.6242952448771764,0.6242952448771764,0.6860338630694356,0.734475504743494,0.734475504743494,0.734475504743494,0.5141149850108588,0.5141149850108588,0.5141149850108588,0.6675401855547776,0.7678738704936272,0.6675401855547776,0.5521140359658158,0.5141149850108588,0.6724264705882352,0.5,0.5141149850108588,0.5141149850108588,16.0,16.0,"hup=4,lzu=9,multicenter=3",0.6649006622516557,0.6275813797513765,0.6275813797513765,0.6649006622516557,0.6436974560541544,0.7664370901086001,0.6436974560541544,0.48670976027217705,0.6242952448771764,top_true_ez_count
3,16,"hup=8,lzu=5,multicenter=3",0.6128778718411922,0.8166435709879114,0.6850379481791224,0.6850379481791224,0.8166435709879114,0.8585457187917191,0.8585457187917191,0.8585457187917191,0.5115301775665257,0.5115301775665257,0.5115301775665257,0.760832980807389,0.8945459215404536,0.7608329808073889,0.5452116931534023,0.5115301775665257,0.7397779304029304,0.6875,0.5115301775665257,0.5115301775665257,16.0,16.0,"hup=8,lzu=5,multicenter=3",0.8116343490304709,0.7138927738927738,0.7138927738927738,0.8116343490304709,0.6410402097902098,0.8636190586925151,0.6410402097902098,0.31931660238829424,0.6850379481791224,top_true_ez_count
4,16,"hup=6,lzu=6,multicenter=4",0.587433710694313,0.7642091566060201,0.6841509154183011,0.6841509154183011,0.7642091566060201,0.8142845628732975,0.8142845628732975,0.8142845628732975,0.5540172679633046,0.5540172679633046,0.5540172679633046,0.7509266455085685,0.8464022070162609,0.7509266455085686,0.5919233280138041,0.5540172679633046,0.7673611111111112,0.6875,0.5540172679633046,0.5540172679633046,16.0,16.0,"hup=6,lzu=6,multicenter=4",0.7614035087719299,0.6913194833790355,0.6913194833790355,0.7614035087719299,0.7145944403102986,0.8587484255145877,0.7145944403102988,0.4673128304083135,0.6841509154183011,top_true_ez_count
5,15,"hup=7,lzu=6,multicenter=2",0.5761334598064423,0.7819932170146981,0.6653318018342833,0.6653318018342833,0.7819932170146981,0.8327561291661472,0.8327561291661472,0.8327561291661472,0.49790747450241957,0.49790747450241957,0.49790747450241957,0.7460354428831868,0.8460934709992267,0.7460354428831867,0.5634706552201015,0.49790747450241957,0.7233333333333333,0.6,0.49790747450241957,0.49790747450241957,15.0,15.0,"hup=7,lzu=6,multicenter=2",0.7605839416058394,0.6963783783783783,0.6963783783783783,0.7605839416058394,0.7083297297297297,0.8511715838902241,0.7083297297297297,0.46617192728564133,0.6653318018342833,top_true_ez_count
