shortcut,status,macro_f1,accuracy,brier,ece,sensitivity,specificity,ppv,npv,balanced_accuracy,auroc,auprc,undefined_reasons
center_only,evaluated,0.3333333333333333,0.5,0.25,0.0,1.0,0.0,0.5,,0.5,0.5,0.5,"{""npv"": ""zero_denominator""}"
channel_count_only,evaluated,0.4125874125874126,0.4166666666666667,0.2575969358530885,0.10173553587665593,0.5,0.3333333333333333,0.42857142857142855,0.4,0.41666666666666663,0.3611111111111111,0.4714285714285714,{}
seizure_count_only,evaluated,0.4125874125874126,0.4166666666666667,0.2609214191224773,0.10343694416387172,0.5,0.3333333333333333,0.42857142857142855,0.4,0.41666666666666663,0.3055555555555556,0.43439153439153444,{}
window_count_only,evaluated,0.4125874125874126,0.4166666666666667,0.2609214191224773,0.10343694416387172,0.5,0.3333333333333333,0.42857142857142855,0.4,0.41666666666666663,0.3055555555555556,0.43439153439153444,{}
metadata_combined,evaluated,0.4125874125874126,0.4166666666666667,0.27582398705240013,0.12521004450423692,0.5,0.3333333333333333,0.42857142857142855,0.4,0.41666666666666663,0.19444444444444445,0.39440836940836943,{}
record_duration_only,unavailable,,,,,,,,,,,,missing patient-manifest columns: ['record_duration_sec']
quality_only,unavailable,,,,,,,,,,,,missing patient-manifest columns: ['quality']
sampling_rate_device_only,unavailable,,,,,,,,,,,,"missing patient-manifest columns: ['sampling_rate', 'device']"
