config,score_name,score_variant,gamma,fusion_space,center,patient_macro_f1,patient_macro_ez_f1,patient_macro_auprc_ez,patient_macro_ez_mrr,top1_is_ez_rate,n_patients
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,score_broad,score_broad,,score,hup,0.6963127980574597,0.5071743179206843,0.5750803292088688,0.7696759259259259,0.6388888888888888,36
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,score_broad,score_broad,,score,lzu,0.5702493968272732,0.46392619822202497,0.5029006813795812,0.6729591836734693,0.5714285714285714,28
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,score_broad,score_broad,,score,multicenter,0.6885788804568259,0.47872867872867875,0.5214917172301957,0.6745210727969349,0.5333333333333333,15
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,score_broad,score_broad,,score,pediatric,0.5951841873154731,0.36836697928687917,0.45672695569353255,0.6130427014592725,0.5454545454545454,11
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.00,0.0,score,hup,0.6963127980574597,0.5071743179206843,0.5750803292088688,0.7696759259259259,0.6388888888888888,36
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.00,0.0,score,lzu,0.5702493968272732,0.46392619822202497,0.5029006813795812,0.6729591836734693,0.5714285714285714,28
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.00,0.0,score,multicenter,0.6885788804568259,0.47872867872867875,0.5214917172301957,0.6745210727969349,0.5333333333333333,15
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.00,0.0,score,pediatric,0.5951841873154731,0.36836697928687917,0.45672695569353255,0.6130427014592725,0.5454545454545454,11
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.02,0.02,score,hup,0.6963127980574597,0.5071743179206843,0.5752200664498003,0.7696759259259259,0.6388888888888888,36
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.02,0.02,score,lzu,0.5690129132733706,0.46249030656145856,0.5025197344207185,0.6729591836734693,0.5714285714285714,28
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.02,0.02,score,multicenter,0.6885788804568259,0.47872867872867875,0.5216483449162351,0.6745210727969349,0.5333333333333333,15
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.02,0.02,score,pediatric,0.596413586571188,0.3696296055495054,0.4562775027674977,0.6130427014592725,0.5454545454545454,11
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.05,0.05,score,hup,0.6982484723541759,0.5108627475811978,0.5747213218693781,0.755787037037037,0.6111111111111112,36
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.05,0.05,score,lzu,0.5695821012318831,0.4630233556019703,0.5023324775968759,0.6729591836734693,0.5714285714285714,28
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.05,0.05,score,multicenter,0.6885788804568259,0.47872867872867875,0.5249523325952228,0.6800766283524904,0.5333333333333333,15
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.05,0.05,score,pediatric,0.596413586571188,0.3696296055495054,0.4550856956758468,0.6130427014592725,0.5454545454545454,11
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.10,0.1,score,hup,0.6990169861170399,0.5118947246018754,0.5741591432304797,0.73125,0.5833333333333334,36
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.10,0.1,score,lzu,0.5702063323577978,0.46361521555325197,0.5023803967889029,0.6759353741496599,0.5714285714285714,28
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.10,0.1,score,multicenter,0.6885788804568259,0.47872867872867875,0.5230107158256806,0.6800766283524904,0.5333333333333333,15
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.10,0.1,score,pediatric,0.596413586571188,0.3696296055495054,0.45600478811467887,0.62061845903503,0.5454545454545454,11
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.15,0.15,score,hup,0.6990169861170399,0.5118947246018754,0.5766586567711446,0.7451388888888889,0.6111111111111112,36
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.15,0.15,score,lzu,0.5716087068984171,0.46517310887943797,0.5023007440647549,0.6817389455782312,0.5714285714285714,28
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.15,0.15,score,multicenter,0.6885788804568259,0.47872867872867875,0.5228888725244096,0.6767432950191571,0.5333333333333333,15
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.15,0.15,score,pediatric,0.5951841873154731,0.36836697928687917,0.4565523443481384,0.6281942166107876,0.5454545454545454,11
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.05,-0.05,score,hup,0.6994295269174482,0.5123726304106635,0.5740163018550535,0.7696759259259259,0.6388888888888888,36
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.05,-0.05,score,lzu,0.5729352010583743,0.4671637421883079,0.5034428189978353,0.6729591836734693,0.5714285714285714,28
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.05,-0.05,score,multicenter,0.6676984168344269,0.4406334406334406,0.5078960029391636,0.6745210727969349,0.5333333333333333,15
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.05,-0.05,score,pediatric,0.5951841873154731,0.36836697928687917,0.4567606985580939,0.6130427014592725,0.5454545454545454,11
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.10,-0.1,score,hup,0.7003298977632618,0.5138346187147571,0.5741544827890034,0.7951388888888888,0.6944444444444444,36
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.10,-0.1,score,lzu,0.573551147704651,0.46779030860434795,0.5031255374514745,0.6729591836734693,0.5714285714285714,28
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.10,-0.1,score,multicenter,0.652401861496888,0.4145223295223295,0.49480694954818516,0.6456321839080459,0.4666666666666667,15
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.10,-0.1,score,pediatric,0.5951841873154731,0.36836697928687917,0.45577508097142105,0.6130427014592725,0.5454545454545454,11
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.20,-0.2,score,hup,0.7040589717371923,0.5210973947804992,0.5711230342642324,0.7838293650793651,0.6666666666666666,36
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.20,-0.2,score,lzu,0.5757435360691128,0.46910700515476306,0.5032491553494334,0.6747448979591837,0.5714285714285714,28
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.20,-0.2,score,multicenter,0.6614296392746657,0.43118899618899614,0.4941244578538523,0.6422988505747127,0.4666666666666667,15
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.20,-0.2,score,pediatric,0.5917453248612653,0.3605524898547427,0.4560532732575062,0.6092548226713936,0.5454545454545454,11
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,score_core,score_core,,score,hup,0.6893227213507244,0.49187864565216644,0.5616502621952851,0.7605599647266313,0.6666666666666666,36
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,score_core,score_core,,score,lzu,0.5707478396214672,0.4650300836927124,0.48782027874223327,0.6325571895424836,0.5,28
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,score_core,score_core,,score,multicenter,0.6929835078497694,0.4870788470788471,0.5492551615235259,0.7158024691358025,0.6,15
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,score_core,score_core,,score,pediatric,0.6069603220733057,0.3863047153097216,0.44945124098840256,0.6210046829889291,0.5454545454545454,11
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,score_eval,score_eval,,score,hup,0.6973402292319497,0.5088083048487889,0.573980117293144,0.7372685185185186,0.5833333333333334,36
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,score_eval,score_eval,,score,lzu,0.5702063323577978,0.46361521555325197,0.5024466389354281,0.6759353741496599,0.5714285714285714,28
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,score_eval,score_eval,,score,multicenter,0.6885788804568259,0.47872867872867875,0.5231484568725125,0.6800766283524904,0.5333333333333333,15
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,score_eval,score_eval,,score,pediatric,0.596413586571188,0.3696296055495054,0.4558833659654669,0.62061845903503,0.5454545454545454,11
