center,success_auprc,failure_auprc,auroc,macro_f1,weighted_f1,balanced_accuracy,accuracy,success_precision,success_recall,failure_precision,failure_recall,specificity_for_failure,brier,ece,true_failure_pred_failure,true_failure_pred_success,true_success_pred_failure,true_success_pred_success,tn,fp,fn,tp
hup,0.6605933672983427,0.37163583986496124,0.46111111111111114,0.46891464699683877,0.5149781725124191,0.46944444444444444,0.5178571428571429,0.6216216216216216,0.6388888888888888,0.3157894736842105,0.3,0.3,0.30423507446811293,0.2550160481875129,6,14,13,23,6,14,13,23
lzu,0.518825351663895,0.7533033607696531,0.6436781609195402,0.6532027743778049,0.6609710322317421,0.6543513957307061,0.66,0.5909090909090909,0.6190476190476191,0.7142857142857143,0.6896551724137931,0.6896551724137931,0.25343289327459995,0.14545850017627351,20,9,8,13,20,9,8,13
multicenter,0.664724020962411,0.2520683020683021,0.3555555555555555,0.4296296296296296,0.49947089947089945,0.43333333333333335,0.47619047619047616,0.6666666666666666,0.5333333333333333,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.334614181898084,0.35371069803443983,2,4,7,8,2,4,7,8
pediatric,0.692739898989899,0.31799242424242424,0.375,0.37777777777777777,0.4296296296296296,0.375,0.4166666666666667,0.5714285714285714,0.5,0.2,0.25,0.25,0.3172770920840804,0.3833194688173941,1,3,4,4,1,3,4,4
