config,score_name,score_variant,gamma,fusion_space,center,patient_macro_f1,patient_macro_ez_f1,patient_macro_auprc_ez,patient_macro_ez_mrr,top1_is_ez_rate,n_patients
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad,score_broad,,score,hup,0.7036157087509175,0.5158879236677862,0.5752552283783022,0.7844907407407408,0.6388888888888888,36
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad,score_broad,,score,lzu,0.5799733151955406,0.47081291439093464,0.49636525665358994,0.6317176870748299,0.5,28
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad,score_broad,,score,multicenter,0.6558838591510536,0.4208835608835609,0.5062840380940954,0.6655555555555556,0.5333333333333333,15
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad,score_broad,,score,pediatric,0.5881394110762522,0.3559751592448714,0.4424149002928602,0.5885318299271788,0.5454545454545454,11
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.00,0.0,score,hup,0.7036157087509175,0.5158879236677862,0.5752552283783022,0.7844907407407408,0.6388888888888888,36
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.00,0.0,score,lzu,0.5799733151955406,0.47081291439093464,0.49636525665358994,0.6317176870748299,0.5,28
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.00,0.0,score,multicenter,0.6558838591510536,0.4208835608835609,0.5062840380940954,0.6655555555555556,0.5333333333333333,15
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.00,0.0,score,pediatric,0.5881394110762522,0.3559751592448714,0.4424149002928602,0.5885318299271788,0.5454545454545454,11
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.02,0.02,score,hup,0.7024950444358088,0.5139037966836593,0.5757827790070673,0.7844907407407408,0.6388888888888888,36
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.02,0.02,score,lzu,0.5785164694789691,0.4691112694675087,0.49676987868120814,0.6317176870748299,0.5,28
