config,score_name,score_variant,gamma,fusion_space,center,patient_macro_f1,patient_macro_ez_f1,patient_macro_auprc_ez,patient_macro_ez_mrr,top1_is_ez_rate,n_patients
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.02,0.02,score,multicenter,0.6733081015752961,0.4542168942168942,0.5188539087310065,0.6655555555555556,0.5333333333333333,15
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.02,0.02,score,pediatric,0.5847157514025926,0.3502933410630532,0.4424183938811998,0.5889647303600792,0.5454545454545454,11
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.05,0.05,score,hup,0.7024950444358088,0.5139037966836593,0.5758499500882596,0.79375,0.6666666666666666,36
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.05,0.05,score,lzu,0.5767826536992494,0.46570582074955996,0.4969228196838772,0.6317176870748299,0.5,28
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.05,0.05,score,multicenter,0.6776784719456664,0.4616243016243016,0.5159826191355397,0.6655555555555556,0.5333333333333333,15
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.05,0.05,score,pediatric,0.5847157514025926,0.3502933410630532,0.44295894156614196,0.5894642308595798,0.5454545454545454,11
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.10,0.1,score,hup,0.702730756484464,0.5147016690240848,0.5765387261619536,0.7891203703703703,0.6666666666666666,36
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.10,0.1,score,lzu,0.5746183811887734,0.4632855071450358,0.49643374305954263,0.6140567765567766,0.4642857142857143,28
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.10,0.1,score,multicenter,0.6776784719456664,0.4616243016243016,0.5163295296676262,0.6655555555555556,0.5333333333333333,15
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.10,0.1,score,pediatric,0.5861114910795823,0.3554340337037459,0.44470367042166986,0.5900469814423303,0.5454545454545454,11
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.15,0.15,score,hup,0.702730756484464,0.5147016690240848,0.5766031205449154,0.7706018518518518,0.6388888888888888,36
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.15,0.15,score,lzu,0.575954055465556,0.4648434004712218,0.497232098473179,0.6336996336996338,0.5,28
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.15,0.15,score,multicenter,0.6776784719456664,0.4616243016243016,0.5162671578939596,0.6622222222222223,0.5333333333333333,15
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.15,0.15,score,pediatric,0.5907645500089569,0.36237847814819024,0.44618214860252414,0.5612715389185978,0.45454545454545453,11
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.05,-0.05,score,hup,0.7025882775764276,0.5142539367396817,0.5726424755615359,0.7706018518518518,0.6111111111111112,36
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.05,-0.05,score,lzu,0.5792178721794494,0.47012230232521285,0.4962818257638192,0.6308673469387756,0.5,28
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.05,-0.05,score,multicenter,0.6558838591510536,0.4208835608835609,0.5064048030985621,0.6655555555555556,0.5333333333333333,15
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.05,-0.05,score,pediatric,0.5912508829377241,0.36030416357387574,0.4407294624939182,0.5875217289170778,0.5454545454545454,11
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.10,-0.1,score,hup,0.7044182325313826,0.5177261589619039,0.5734206061765668,0.7798611111111111,0.6388888888888888,36
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.10,-0.1,score,lzu,0.5799436856445419,0.4696898811494414,0.4954159377745113,0.6074546485260771,0.4642857142857143,28
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.10,-0.1,score,multicenter,0.6614554157306747,0.4327883227883228,0.5084417319554556,0.6733333333333333,0.5333333333333333,15
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.10,-0.1,score,pediatric,0.5899049770705417,0.3583699275970865,0.43875914061223753,0.5871681935635423,0.5454545454545454,11
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.20,-0.2,score,hup,0.7053801319307819,0.5194622700730149,0.5707852740891672,0.79375,0.6666666666666666,36
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.20,-0.2,score,lzu,0.5786496069196101,0.4674413962328637,0.4951524266396095,0.6163832199546485,0.5,28
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.20,-0.2,score,multicenter,0.6632407105392254,0.43480852480852483,0.5051578270884732,0.6733333333333333,0.5333333333333333,15
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.20,-0.2,score,pediatric,0.5874141400208811,0.35434331695282884,0.4317458135762076,0.5852965358095317,0.5454545454545454,11
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_core,score_core,,score,hup,0.6917200223174861,0.4966380653615774,0.570114552390345,0.7635030864197531,0.6388888888888888,36
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_core,score_core,,score,lzu,0.5645586336672611,0.4592831625938888,0.48589678040124185,0.6241496598639455,0.5,28
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_core,score_core,,score,multicenter,0.6806469767516664,0.46972194472194473,0.5414769492971521,0.7018715001473622,0.6,15
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_core,score_core,,score,pediatric,0.5979582899002643,0.3727681111129171,0.434433532301013,0.6133014475675551,0.5454545454545454,11
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_eval,score_eval,,score,hup,0.7024950444358088,0.5139037966836593,0.5758021088478613,0.7844907407407408,0.6388888888888888,36
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_eval,score_eval,,score,lzu,0.5785164694789691,0.4691112694675087,0.49676424433533894,0.6317176870748299,0.5,28
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_eval,score_eval,,score,multicenter,0.6733081015752961,0.4542168942168942,0.5188539087310065,0.6655555555555556,0.5333333333333333,15
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,score_eval,score_eval,,score,pediatric,0.5847157514025926,0.3502933410630532,0.4426792555772714,0.5889647303600792,0.5454545454545454,11
