tau_benefit,tau_harm,tau_utility,tau_delta,tau_positive_seed_fraction,max_swaps,patient_macro_f1,objective,patient_harm_rate,action_harm_rate,patient_coverage,action_coverage,mean_swaps,n_improved,n_harmed,n_unchanged
0.5,0.2,0.0,0.0,0.67,0,0.6666666666666667,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0,0,2
0.5,0.2,0.0,0.0,0.67,1,0.6666666666666667,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0,0,2
0.7,0.2,0.0,0.0,0.67,0,0.6666666666666667,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0,0,2
0.7,0.2,0.0,0.0,0.67,1,0.6666666666666667,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0,0,2
