scope,success_auprc,failure_auprc,auroc,macro_f1,weighted_f1,balanced_accuracy,accuracy,success_precision,success_recall,failure_precision,failure_recall,specificity_for_failure,brier,ece,true_failure_pred_failure,true_failure_pred_success,true_success_pred_failure,true_success_pred_success,tn,fp,fn,tp
pooled_oof,0.325,0.4777777777777778,0.0,0.375,0.45,0.5,0.6,0.0,0.0,0.6,1.0,1.0,0.3078045094154956,0.40306994616985314,3,0,2,0,3,0,2,0
