perturbation,status,macro_f1,accuracy,brier,ece,sensitivity,specificity,ppv,npv,balanced_accuracy,auroc,auprc,undefined_reasons
channel_dropout_10,evaluated,0.4,0.6666666666666666,0.2736630595961125,0.2283290757158813,0.0,1.0,,0.6666666666666666,0.5,0.5,0.5,"{""ppv"": ""zero_denominator""}"
channel_dropout_20,evaluated,0.4,0.6666666666666666,0.27392025056334607,0.2285509448891761,0.0,1.0,,0.6666666666666666,0.5,0.5,0.5,"{""ppv"": ""zero_denominator""}"
channel_dropout_30,evaluated,0.4,0.6666666666666666,0.274172240343956,0.22855977388600462,0.0,1.0,,0.6666666666666666,0.5,0.5,0.5,"{""ppv"": ""zero_denominator""}"
channel_permutation,evaluated,0.4,0.6666666666666666,0.27373507123114854,0.22818615163878425,0.0,1.0,,0.6666666666666666,0.5,0.5,0.5,"{""ppv"": ""zero_denominator""}"
original,evaluated,0.4,0.6666666666666666,0.2737350666885207,0.22818615460031139,0.0,1.0,,0.6666666666666666,0.5,0.5,0.5,"{""ppv"": ""zero_denominator""}"
seizure_dropout,evaluated,0.4,0.6666666666666666,0.27392148519359755,0.22691737928132089,0.0,1.0,,0.6666666666666666,0.5,0.5,0.5,"{""ppv"": ""zero_denominator""}"
shuffled_signal,evaluated,0.4,0.6666666666666666,0.2744857375656182,0.22975251541628322,0.0,1.0,,0.6666666666666666,0.5,0.5,0.5,"{""ppv"": ""zero_denominator""}"
window_order_shuffle,evaluated,0.4,0.6666666666666666,0.27372455928886014,0.22813089194103425,0.0,1.0,,0.6666666666666666,0.5,0.5,0.5,"{""ppv"": ""zero_denominator""}"
