outer_fold,n_patients,accuracy,balanced_accuracy,macro_f1,auroc,success_auprc,failure_auprc,success_precision,failure_precision,failure_recall,success_recall,brier,ece,threshold
1,2,0.5,0.5,0.3333333333333333,0.0,0.5,0.5,0.0,0.5,1.0,0.0,0.2571553277402949,0.05609486997127533,0.5
