config,score_name,score_variant,gamma,fusion_space,fold_idx,patient_macro_f1,patient_macro_ez_f1,patient_macro_auprc_ez,patient_macro_ez_mrr,top1_is_ez_rate,n_patients
A9v8_LCBO_stage1b_gamma005_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.10,0.1,score,1,0.6239502419045044,0.46194935421530187,0.5182229265752359,0.6257190701339638,0.4444444444444444,18
A9v8_LCBO_stage1b_gamma005_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.10,0.1,score,2,0.6181352596084747,0.37784389835833626,0.42963006946775817,0.5796296296296296,0.3888888888888889,18
A9v8_LCBO_stage1b_gamma005_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.10,0.1,score,3,0.6652019346204018,0.47228533349638124,0.5333381423676105,0.7200080515297906,0.6111111111111112,18
A9v8_LCBO_stage1b_gamma005_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.10,0.1,score,4,0.61628037325673,0.4885581729730816,0.5287679492465132,0.7553240740740741,0.6666666666666666,18
A9v8_LCBO_stage1b_gamma005_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.10,0.1,score,5,0.7070895682502276,0.5774925225583478,0.6191922621977454,0.755315500685871,0.6666666666666666,18
A9v8_LCBO_stage1b_gamma005_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.15,0.15,score,1,0.6201727693770319,0.4550049097708574,0.5210851983070547,0.6507190701339637,0.5,18
A9v8_LCBO_stage1b_gamma005_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.15,0.15,score,2,0.6181352596084747,0.37784389835833626,0.4295420616715115,0.5796296296296296,0.3888888888888889,18
A9v8_LCBO_stage1b_gamma005_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.15,0.15,score,3,0.6652019346204018,0.47228533349638124,0.5340317995291284,0.7172302737520129,0.6111111111111112,18
A9v8_LCBO_stage1b_gamma005_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.15,0.15,score,4,0.61628037325673,0.4885581729730816,0.5290310272419446,0.7553240740740741,0.6666666666666666,18
A9v8_LCBO_stage1b_gamma005_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.15,0.15,score,5,0.7070895682502276,0.5774925225583478,0.6192813230007831,0.755315500685871,0.6666666666666666,18
A9v8_LCBO_stage1b_gamma005_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.05,-0.05,score,1,0.6237532937908896,0.460827019759634,0.5168462202208676,0.6534968479117416,0.5,18
A9v8_LCBO_stage1b_gamma005_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.05,-0.05,score,2,0.6201368236302175,0.3817654669857872,0.4312012583523603,0.5907407407407407,0.3888888888888889,18
A9v8_LCBO_stage1b_gamma005_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.05,-0.05,score,3,0.6621712119735277,0.46807574005448466,0.5322172170179326,0.7200080515297906,0.6111111111111112,18
A9v8_LCBO_stage1b_gamma005_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.05,-0.05,score,4,0.6114399337063579,0.48163661511578915,0.525479736975128,0.7210648148148148,0.6111111111111112,18
A9v8_LCBO_stage1b_gamma005_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.05,-0.05,score,5,0.7081056197856631,0.5793088378074989,0.6198590136373117,0.7645663956639566,0.6666666666666666,18
A9v8_LCBO_stage1b_gamma005_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.10,-0.1,score,1,0.625084690547123,0.4624610066877386,0.5148723983568951,0.6507190701339637,0.5,18
A9v8_LCBO_stage1b_gamma005_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.10,-0.1,score,2,0.6141113259039002,0.3711594063797266,0.41717982345806665,0.5583333333333333,0.3333333333333333,18
A9v8_LCBO_stage1b_gamma005_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.10,-0.1,score,3,0.6612250271671661,0.4660237645413138,0.5319715757393412,0.7200080515297906,0.6111111111111112,18
A9v8_LCBO_stage1b_gamma005_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.10,-0.1,score,4,0.6103913423799887,0.48056823904741314,0.5270776204237936,0.7645833333333333,0.6666666666666666,18
A9v8_LCBO_stage1b_gamma005_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.10,-0.1,score,5,0.7102909696612305,0.5823812283798895,0.6206184347808954,0.7645663956639566,0.6666666666666666,18
A9v8_LCBO_stage1b_gamma005_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.20,-0.2,score,1,0.625084690547123,0.4624610066877386,0.5149901032515385,0.6534968479117416,0.5,18
A9v8_LCBO_stage1b_gamma005_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.20,-0.2,score,2,0.6145855348507515,0.3732746681932643,0.4187607469559723,0.6037037037037037,0.4444444444444444,18
A9v8_LCBO_stage1b_gamma005_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.20,-0.2,score,3,0.6660923236476466,0.47469061354242315,0.5283066120491952,0.7001667816885209,0.5555555555555556,18
A9v8_LCBO_stage1b_gamma005_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.20,-0.2,score,4,0.6068729180314092,0.47277096809224745,0.5255978477991173,0.7614087301587301,0.6666666666666666,18
A9v8_LCBO_stage1b_gamma005_mrr_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.20,-0.2,score,5,0.7079337046983495,0.5793298187613156,0.6242241700174019,0.7923441734417344,0.7222222222222222,18
A9v8_LCBO_stage1b_gamma005_mrr_all90_posEZ,score_core,score_core,,score,1,0.6104763943669859,0.44793838867342956,0.5134944087055378,0.627372236577663,0.5,18
A9v8_LCBO_stage1b_gamma005_mrr_all90_posEZ,score_core,score_core,,score,2,0.631143489454842,0.3982033120234195,0.44087628242790833,0.6427983539094649,0.5,18
A9v8_LCBO_stage1b_gamma005_mrr_all90_posEZ,score_core,score_core,,score,3,0.6643615206985927,0.4640814261764494,0.5295934876609555,0.7865740740740741,0.7222222222222222,18
A9v8_LCBO_stage1b_gamma005_mrr_all90_posEZ,score_core,score_core,,score,4,0.612894209673232,0.4833424761044903,0.5171517581905278,0.6701550990766677,0.5555555555555556,18
A9v8_LCBO_stage1b_gamma005_mrr_all90_posEZ,score_core,score_core,,score,5,0.7093787407030474,0.5774871804429041,0.6120172969206202,0.7509920634920635,0.6666666666666666,18
A9v8_LCBO_stage1b_gamma005_mrr_all90_posEZ,score_eval,score_eval,,score,1,0.6205967281343239,0.45577651470912905,0.5177922533518041,0.6534968479117416,0.5,18
A9v8_LCBO_stage1b_gamma005_mrr_all90_posEZ,score_eval,score_eval,,score,2,0.6181352596084747,0.37784389835833626,0.43014264057489526,0.5796296296296296,0.3888888888888889,18
A9v8_LCBO_stage1b_gamma005_mrr_all90_posEZ,score_eval,score_eval,,score,3,0.6642260743225077,0.4713437139106938,0.5324048894805793,0.7200080515297906,0.6111111111111112,18
A9v8_LCBO_stage1b_gamma005_mrr_all90_posEZ,score_eval,score_eval,,score,4,0.6141881367894935,0.48508595075085936,0.5294157456541837,0.7599537037037037,0.6666666666666666,18
A9v8_LCBO_stage1b_gamma005_mrr_all90_posEZ,score_eval,score_eval,,score,5,0.7070895682502276,0.5774925225583478,0.6193147499001147,0.7553071364046974,0.6666666666666666,18
