experiment,analysis_status,patient_macro_f1,patient_ez_f1,patient_nez_f1,patient_balanced_accuracy,patient_ez_auprc,patient_ez_auroc,patient_ez_mrr,top1_is_ez_rate,predicted_ez_count_mae,predicted_ez_fraction_mae,truek_patient_macro_f1,n_patients,n_channels,true_ez_fraction,predicted_ez_fraction,valid_ez_auprc_patients,valid_ez_auroc_patients
P2-Q10,PRIMARY_CONFIRMATORY_LOCO,0.660032633541253,0.448289102582154,0.8717761645003518,0.709868119412327,0.5196266011322783,0.790254637808827,0.6839268755935421,0.5833333333333334,11.555555555555555,0.10942766609241156,0.6687521744540303,36.0,3667.0,0.1679847286610308,0.19361876193073357,36.0,36.0
V3-QBC,PRIMARY_CONFIRMATORY_LOCO,0.6464965524319097,0.4006920844868225,0.8923010203769971,0.6706078608787366,0.5402543089064276,0.7809799439562943,0.7891975308641975,0.6944444444444444,10.055555555555555,0.10673423486594638,0.6596514048655923,36.0,3667.0,0.1679847286610308,0.11944368693755113,36.0,36.0
P2-Q10-CF,PRIMARY_CONFIRMATORY_LOCO,0.6517052165351704,0.4246648746427655,0.8787455584275755,0.6875213741516544,0.524888538563292,0.7941523302262249,0.7052799823633156,0.6111111111111112,11.027777777777779,0.10842554099638647,0.6662517566323722,36.0,3667.0,0.1679847286610308,0.16280338151077176,36.0,36.0
