center,outcome,n_patients,mean_target_fraction,std_target_fraction,q10_target_fraction,q50_target_fraction,q90_target_fraction,missing_count,all_zero_count,all_one_count
hup,0,2,0.24737945944070816,0.04298973279755127,0.22306079417467117,0.24737945944070816,0.27169812470674515,0,0,0
hup,1,2,0.29778343439102173,0.04290945358785015,0.27351018190383913,0.29778343439102173,0.3220566868782043,0,0,0
