center,outer_fold,anchor_patient_macro_f1,candidate_patient_macro_f1,delta_patient_macro_f1,anchor_patient_ez_f1,candidate_patient_ez_f1,delta_patient_ez_f1,anchor_patient_nez_f1,candidate_patient_nez_f1,delta_patient_nez_f1,n_swaps
real-cache-fixture,1.5,0.6666666666666667,0.6666666666666667,0.0,0.5,0.5,0.0,0.8333333333333334,0.8333333333333334,0.0,0.0
