center,n_channels,n_ez,ez_fraction,patient_ez_f1,patient_macro_f1,patient_auroc_ez,patient_auprc_ez,ez_mrr,recall_at_true_count,recall_lift,auprc_lift,is_high_ez_fraction
hup,101.86111111111111,17.11111111111111,0.18208722230341245,0.5088378189862142,0.6969889369580436,0.8085859720417015,0.5640634300815673,0.7935956790123456,0.5088378189862142,0.32675059668280165,0.38197620777815494,0.05555555555555555
lzu,104.71428571428571,38.17857142857143,0.3750981017998692,0.4607160592294874,0.5703753601088277,0.6017162956022644,0.491960149054695,0.6786564625850341,0.4607160592294874,0.08561795742961824,0.11686204725482581,0.4642857142857143
multicenter,61.666666666666664,10.933333333333334,0.17469582418906832,0.5056787656787657,0.7010667160046015,0.7564052087678897,0.5345069320746144,0.6786868686868687,0.5056787656787657,0.33098294148969737,0.35981110788554616,0.13333333333333333
pediatric,117.0,24.363636363636363,0.221505481928253,0.3266600160373627,0.5659958548408793,0.5813764098695589,0.4093331737760503,0.5384370015948963,0.3266600160373627,0.10515453410910974,0.18782769184779732,0.09090909090909091
