center,outcome,n_patients,mean_target_fraction,std_target_fraction,q10_target_fraction,q50_target_fraction,q90_target_fraction,missing_count,all_zero_count,all_one_count
hup,0,20,0.8568847596645355,0.09948588285472802,0.7208333194255829,0.891727089881897,0.9607843160629272,0,0,0
hup,1,36,0.8179127797484398,0.12150958265308552,0.6692708432674408,0.8394915163516998,0.9394752681255341,0,0,0
lzu,0,29,0.7004273883227644,0.1732467243711227,0.45164834856987,0.7179487347602844,0.8928408026695251,0,0,0
lzu,1,21,0.6019135216871897,0.15992878223460913,0.429824560880661,0.5869565010070801,0.8557692170143127,0,0,0
multicenter,0,6,0.8780090510845184,0.05097979294116769,0.8284091055393219,0.871355414390564,0.9342626333236694,0,0,0
multicenter,1,15,0.8253041744232178,0.1349104923999903,0.615029239654541,0.8695651888847351,0.9557312250137329,0,0,0
pediatric,0,4,0.5923917591571808,0.2781316211716912,0.33785715103149416,0.5989139676094055,0.8417086005210876,0,0,0
pediatric,1,8,0.8093185797333717,0.13887727779924675,0.671047443151474,0.7815603017807007,0.961114513874054,0,0,0
