fold_id,split,epoch,target_match_rate,matched_channels,total_valid_channels,sum_pseudo_core_q,n_core_positive_channels,mean_pseudo_core_q
1,train,1,1.0,5575.0,5575.0,709.2322969436646,1348.0,0.12721655550559005
1,val,1,1.0,1419.0,1419.0,185.1017827987671,339.0,0.13044523100688307
1,train,2,1.0,5575.0,5575.0,709.2322940826416,1348.0,0.1272165549924021
1,val,2,1.0,1419.0,1419.0,185.1017827987671,339.0,0.13044523100688307
1,train,3,1.0,5575.0,5575.0,709.2322964668274,1348.0,0.12721655542005872
1,val,3,1.0,1419.0,1419.0,185.1017827987671,339.0,0.13044523100688307
1,train,4,1.0,5575.0,5575.0,709.2322931289673,1348.0,0.12721655482133942
1,val,4,1.0,1419.0,1419.0,185.1017827987671,339.0,0.13044523100688307
1,train,5,1.0,5575.0,5575.0,709.2322969436646,1348.0,0.12721655550559005
1,val,5,1.0,1419.0,1419.0,185.1017827987671,339.0,0.13044523100688307
1,train,6,1.0,5575.0,5575.0,709.2322912216187,1348.0,0.1272165544792141
1,val,6,1.0,1419.0,1419.0,185.1017827987671,339.0,0.13044523100688307
1,train,7,1.0,5575.0,5575.0,709.2323031425476,1348.0,0.12721655661749734
1,val,7,1.0,1419.0,1419.0,185.1017827987671,339.0,0.13044523100688307
1,train,8,1.0,5575.0,5575.0,709.2323083877563,1348.0,0.12721655755834194
1,val,8,1.0,1419.0,1419.0,185.1017827987671,339.0,0.13044523100688307
1,train,9,1.0,5575.0,5575.0,709.2322969436646,1348.0,0.12721655550559005
1,val,9,1.0,1419.0,1419.0,185.1017827987671,339.0,0.13044523100688307
1,train,10,1.0,5575.0,5575.0,709.2322974205017,1348.0,0.12721655559112138
1,val,10,1.0,1419.0,1419.0,185.1017827987671,339.0,0.13044523100688307
1,test,10,1.0,1817.0,1817.0,273.4660873413086,430.0,0.1505041757519585
2,train,1,1.0,5815.0,5815.0,822.8846032619476,1445.0,0.14151067983868404
2,val,1,1.0,1241.0,1241.0,147.2963638305664,344.0,0.11869167109634682
2,train,2,1.0,5815.0,5815.0,822.8846054077148,1445.0,0.14151068020768956
2,val,2,1.0,1241.0,1241.0,147.2963638305664,344.0,0.11869167109634682
2,train,3,1.0,5815.0,5815.0,822.8845987319946,1445.0,0.14151067905967232
2,val,3,1.0,1241.0,1241.0,147.2963638305664,344.0,0.11869167109634682
2,train,4,1.0,5815.0,5815.0,822.8845987319946,1445.0,0.14151067905967232
2,val,4,1.0,1241.0,1241.0,147.2963638305664,344.0,0.11869167109634682
2,train,5,1.0,5815.0,5815.0,822.8846006393433,1445.0,0.14151067938767725
2,val,5,1.0,1241.0,1241.0,147.2963638305664,344.0,0.11869167109634682
2,train,6,1.0,5815.0,5815.0,822.8846044540405,1445.0,0.1415106800436871
2,val,6,1.0,1241.0,1241.0,147.2963638305664,344.0,0.11869167109634682
2,train,7,1.0,5815.0,5815.0,822.8845977783203,1445.0,0.14151067889566987
2,val,7,1.0,1241.0,1241.0,147.2963638305664,344.0,0.11869167109634682
2,train,8,1.0,5815.0,5815.0,822.884608745575,1445.0,0.14151068078169818
2,val,8,1.0,1241.0,1241.0,147.2963638305664,344.0,0.11869167109634682
2,train,9,1.0,5815.0,5815.0,822.8845953941345,1445.0,0.1415106784856637
2,val,9,1.0,1241.0,1241.0,147.2963638305664,344.0,0.11869167109634682
2,train,10,1.0,5815.0,5815.0,822.8846025466919,1445.0,0.14151067971568218
2,val,10,1.0,1241.0,1241.0,147.2963638305664,344.0,0.11869167109634682
2,train,11,1.0,5815.0,5815.0,822.8846011161804,1445.0,0.1415106794696785
2,val,11,1.0,1241.0,1241.0,147.2963638305664,344.0,0.11869167109634682
2,train,12,1.0,5815.0,5815.0,822.8846025466919,1445.0,0.14151067971568218
2,val,12,1.0,1241.0,1241.0,147.2963638305664,344.0,0.11869167109634682
2,train,13,1.0,5815.0,5815.0,822.8846039772034,1445.0,0.14151067996168587
2,val,13,1.0,1241.0,1241.0,147.2963638305664,344.0,0.11869167109634682
2,train,14,1.0,5815.0,5815.0,822.8846073150635,1445.0,0.1415106805356945
2,val,14,1.0,1241.0,1241.0,147.2963638305664,344.0,0.11869167109634682
2,train,15,1.0,5815.0,5815.0,822.8846054077148,1445.0,0.14151068020768956
2,val,15,1.0,1241.0,1241.0,147.2963638305664,344.0,0.11869167109634682
2,train,16,1.0,5815.0,5815.0,822.884605884552,1445.0,0.1415106802896908
2,val,16,1.0,1241.0,1241.0,147.2963638305664,344.0,0.11869167109634682
2,train,17,1.0,5815.0,5815.0,822.884599685669,1445.0,0.1415106792236748
2,val,17,1.0,1241.0,1241.0,147.2963638305664,344.0,0.11869167109634682
2,train,18,1.0,5815.0,5815.0,822.8846101760864,1445.0,0.14151068102770187
2,val,18,1.0,1241.0,1241.0,147.2963638305664,344.0,0.11869167109634682
2,train,19,1.0,5815.0,5815.0,822.8846073150635,1445.0,0.1415106805356945
2,val,19,1.0,1241.0,1241.0,147.2963638305664,344.0,0.11869167109634682
2,test,19,1.0,1755.0,1755.0,197.61919975280762,328.0,0.1126035326226824
3,train,1,1.0,5597.0,5597.0,707.0549607276917,1381.0,0.12632748985665385
3,val,1,1.0,1347.0,1347.0,191.35904622077942,347.0,0.14206313750614658
3,train,2,1.0,5597.0,5597.0,707.0549716949463,1381.0,0.12632749181614192
3,val,2,1.0,1347.0,1347.0,191.35904622077942,347.0,0.14206313750614658
3,train,3,1.0,5597.0,5597.0,707.0549731254578,1381.0,0.1263274920717273
3,val,3,1.0,1347.0,1347.0,191.35904622077942,347.0,0.14206313750614658
3,train,4,1.0,5597.0,5597.0,707.0549631118774,1381.0,0.12632749028262952
3,val,4,1.0,1347.0,1347.0,191.35904622077942,347.0,0.14206313750614658
3,train,5,1.0,5597.0,5597.0,707.0549650192261,1381.0,0.12632749062341006
3,val,5,1.0,1347.0,1347.0,191.35904622077942,347.0,0.14206313750614658
3,train,6,1.0,5597.0,5597.0,707.0549712181091,1381.0,0.1263274917309468
3,val,6,1.0,1347.0,1347.0,191.35904622077942,347.0,0.14206313750614658
3,train,7,1.0,5597.0,5597.0,707.0549750328064,1381.0,0.12632749241250785
3,val,7,1.0,1347.0,1347.0,191.35904622077942,347.0,0.14206313750614658
3,train,8,1.0,5597.0,5597.0,707.0549640655518,1381.0,0.12632749045301978
3,val,8,1.0,1347.0,1347.0,191.35904622077942,347.0,0.14206313750614658
3,train,9,1.0,5597.0,5597.0,707.0549659729004,1381.0,0.12632749079380032
3,val,9,1.0,1347.0,1347.0,191.35904622077942,347.0,0.14206313750614658
3,train,10,1.0,5597.0,5597.0,707.0549669265747,1381.0,0.12632749096419058
3,val,10,1.0,1347.0,1347.0,191.35904622077942,347.0,0.14206313750614658
3,train,11,1.0,5597.0,5597.0,707.0549688339233,1381.0,0.12632749130497112
3,val,11,1.0,1347.0,1347.0,191.35904622077942,347.0,0.14206313750614658
3,train,12,1.0,5597.0,5597.0,707.0549659729004,1381.0,0.12632749079380032
3,val,12,1.0,1347.0,1347.0,191.35904622077942,347.0,0.14206313750614658
3,train,13,1.0,5597.0,5597.0,707.0549645423889,1381.0,0.12632749053821493
3,val,13,1.0,1347.0,1347.0,191.35904622077942,347.0,0.14206313750614658
