scope,success_auprc,failure_auprc,auroc,macro_f1,weighted_f1,balanced_accuracy,accuracy,success_precision,success_recall,failure_precision,failure_recall,specificity_for_failure,brier,ece,true_failure_pred_failure,true_failure_pred_success,true_success_pred_failure,true_success_pred_success,tn,fp,fn,tp
pooled_oof,0.6601816988365901,0.5403867483279248,0.5729166666666667,0.36363636363636365,0.4155844155844156,0.5,0.5714285714285714,0.5714285714285714,1.0,0.0,0.0,0.0,0.24681596641020967,0.04551697415964939,0.0,12.0,0.0,16.0,0.0,12.0,0.0,16.0
fold_mean,0.6601816988365901,0.5403867483279248,0.5729166666666667,0.36363636363636365,0.4155844155844156,0.5,0.5714285714285714,0.5714285714285714,1.0,0.0,0.0,0.0,0.24681596641020967,0.04551697415964939,0.0,12.0,0.0,16.0,0.0,12.0,0.0,16.0
fold_std,,,,,,,,,,,,,,,,,,,,,,
