config,score_name,score_variant,gamma,fusion_space,center,patient_macro_f1,patient_macro_ez_f1,patient_macro_auprc_ez,patient_macro_ez_mrr,top1_is_ez_rate,n_patients
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.05,0.05,score,pediatric,0.5812920917289329,0.34461152288123503,0.4406032153399213,0.5893782648161668,0.5454545454545454,11
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.10,0.1,score,hup,0.7050463804940893,0.5180576032680214,0.5753667849587955,0.7891203703703703,0.6666666666666666,36
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.10,0.1,score,lzu,0.5740976581174235,0.4631081028499845,0.49673894430726745,0.6304258241758242,0.5,28
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.10,0.1,score,multicenter,0.6776784719456664,0.4616243016243016,0.5159808268042867,0.6677777777777777,0.5333333333333333,15
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.10,0.1,score,pediatric,0.578180619867461,0.3402825185522307,0.4398647374353102,0.5899610153989174,0.5454545454545454,11
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.15,0.15,score,hup,0.7050463804940893,0.5180576032680214,0.5752592388850373,0.7844907407407408,0.6666666666666666,36
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.15,0.15,score,lzu,0.5764772884381621,0.46538028189045616,0.4972546388752428,0.6322115384615384,0.5,28
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.15,0.15,score,multicenter,0.6776784719456664,0.4616243016243016,0.5160294677872983,0.6622222222222223,0.5333333333333333,15
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g+0.15,0.15,score,pediatric,0.5816042795411207,0.34596433673404886,0.4389454764415269,0.54599376114082,0.45454545454545453,11
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.05,-0.05,score,hup,0.7042522679556957,0.5170188544351549,0.5716420388423388,0.7706018518518518,0.6111111111111112,36
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.05,-0.05,score,lzu,0.5794326695376697,0.47073471644508963,0.49605513488509667,0.6249149659863945,0.5,28
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.05,-0.05,score,multicenter,0.6558838591510536,0.4208835608835609,0.5066061805245167,0.6677777777777777,0.5333333333333333,15
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.05,-0.05,score,pediatric,0.5912508829377241,0.36030416357387574,0.4321431455299445,0.587435762873665,0.5454545454545454,11
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.10,-0.1,score,hup,0.7060822229106507,0.5204910766573771,0.570100745362565,0.7636574074074074,0.6111111111111112,36
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.10,-0.1,score,lzu,0.5795892950442496,0.46976924622880645,0.4952857796314993,0.62531179138322,0.5,28
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.10,-0.1,score,multicenter,0.6614554157306747,0.4327883227883228,0.5084011512903479,0.6733333333333333,0.5333333333333333,15
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.10,-0.1,score,pediatric,0.5899049770705417,0.3583699275970865,0.4233570040922309,0.5871699468183752,0.5454545454545454,11
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.20,-0.2,score,hup,0.7055480348764626,0.5197788259451265,0.5686409613460452,0.7919312169312169,0.6666666666666666,36
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.20,-0.2,score,lzu,0.5776170575821309,0.46655987944704486,0.49457346672549163,0.6163832199546485,0.5,28
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.20,-0.2,score,multicenter,0.6632407105392254,0.43480852480852483,0.504532074803565,0.6733333333333333,0.5333333333333333,15
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_broad_plus_gamma_core,score_broad_plus_gamma_core_g-0.20,-0.2,score,pediatric,0.5874141400208811,0.35434331695282884,0.4244039757328765,0.5852105697661188,0.5454545454545454,11
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_core,score_core,,score,hup,0.691068388687129,0.49604704881311407,0.5697427551018974,0.7770061728395061,0.6666666666666666,36
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_core,score_core,,score,lzu,0.5645586336672611,0.4592831625938888,0.4851934516844114,0.6241496598639455,0.5,28
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_core,score_core,,score,multicenter,0.6806469767516664,0.46972194472194473,0.5416120630492984,0.7009099616858238,0.6,15
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_core,score_core,,score,pediatric,0.5966123840330819,0.370833875136128,0.4328937982576681,0.6132533983651718,0.5454545454545454,11
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_eval,score_eval,,score,hup,0.7052796991301857,0.5186528413632595,0.57108018622881,0.7706018518518518,0.6111111111111112,36
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_eval,score_eval,,score,lzu,0.5771309222258418,0.466865668826042,0.49559861857844323,0.6242772108843537,0.5,28
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_eval,score_eval,,score,multicenter,0.6733081015752961,0.4542168942168942,0.518258802167873,0.6677777777777777,0.5333333333333333,15
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,score_eval,score_eval,,score,pediatric,0.5912508829377241,0.36030416357387574,0.43502149287328834,0.588445863883766,0.5454545454545454,11
