perturbation,status,macro_f1,accuracy,brier,ece,sensitivity,specificity,ppv,npv,balanced_accuracy,auroc,auprc,undefined_reasons
channel_dropout_10,evaluated,0.25,0.3333333333333333,0.3201954328347797,0.3080641297518489,1.0,0.0,0.3333333333333333,,0.5,0.5,0.5,"{""npv"": ""zero_denominator""}"
channel_dropout_20,evaluated,0.25,0.3333333333333333,0.3206558219724657,0.3089939230740045,1.0,0.0,0.3333333333333333,,0.5,0.5,0.5,"{""npv"": ""zero_denominator""}"
channel_dropout_30,evaluated,0.25,0.3333333333333333,0.3200862293816102,0.30784657514747454,1.0,0.0,0.3333333333333333,,0.5,0.5,0.5,"{""npv"": ""zero_denominator""}"
channel_permutation,evaluated,0.25,0.3333333333333333,0.3197067145612704,0.30776156365899293,1.0,0.0,0.3333333333333333,,0.5,0.5,0.5,"{""npv"": ""zero_denominator""}"
original,evaluated,0.25,0.3333333333333333,0.3197176034754318,0.30776849588339766,1.0,0.0,0.3333333333333333,,0.5,0.5,0.5,"{""npv"": ""zero_denominator""}"
seizure_dropout,evaluated,0.25,0.3333333333333333,0.3191013633363437,0.3069954609343018,1.0,0.0,0.3333333333333333,,0.5,0.5,0.5,"{""npv"": ""zero_denominator""}"
shuffled_signal,evaluated,0.25,0.3333333333333333,0.3201312147630501,0.30860151190519364,1.0,0.0,0.3333333333333333,,0.5,0.5,0.5,"{""npv"": ""zero_denominator""}"
window_order_shuffle,evaluated,0.25,0.3333333333333333,0.31971079100699046,0.30776575345600815,1.0,0.0,0.3333333333333333,,0.5,0.5,0.5,"{""npv"": ""zero_denominator""}"
