patient_macro_f1,patient_ez_f1,patient_nez_f1,patient_balanced_accuracy,patient_ez_auprc,patient_ez_mrr,n_patients,analysis_status,true_count_used_for_prediction
0.6319526921508483,0.3979546070991766,0.8659507772025197,0.6883807008845806,0.5257242895123038,0.7339506172839507,36,PRIMARY_LEGAL,False
