config,variant_family,score_variant,score_space,alpha,beta,gamma,patient_macro_f1,patient_macro_ez_f1,patient_macro_auprc_ez,patient_macro_ez_mrr,top1_is_ez_rate,n_patients,beats_a9v3_f1,beats_a9v3_ez_f1,beats_a9v3_auprc,beats_a9v3_mrr,beats_a9v3_top1,passes_main_gate,score_name
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g+0.00,logit_from_probability,,,0.0,0.6461457358550518,0.47244822476413967,0.522164071983976,0.6856777748979629,0.5555555555555556,90,True,True,True,False,False,False,logit_broad_plus_gamma_core_g+0.00
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g+0.02,logit_from_probability,,,0.02,0.6448937566667136,0.470695279147751,0.5219829826345818,0.685730684950873,0.5555555555555556,90,True,True,True,False,False,False,logit_broad_plus_gamma_core_g+0.02
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g+0.05,logit_from_probability,,,0.05,0.6445140769203331,0.4700945295886681,0.5226273364429121,0.6839398831600711,0.5555555555555556,90,True,False,True,False,False,False,logit_broad_plus_gamma_core_g+0.05
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g+0.10,logit_from_probability,,,0.1,0.6442396446978015,0.4698285869543044,0.5243733056923762,0.6897118889320769,0.5666666666666667,90,True,False,True,False,False,False,logit_broad_plus_gamma_core_g+0.10
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g+0.15,logit_from_probability,,,0.15,0.6453984214243675,0.47122993154467335,0.524881599627479,0.6898094938830233,0.5666666666666667,90,True,True,True,False,False,False,logit_broad_plus_gamma_core_g+0.15
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g-0.05,logit_from_probability,,,-0.05,0.6435468221448951,0.46744277814104596,0.5202642778449061,0.6848268048803263,0.5555555555555556,90,True,False,True,False,False,False,logit_broad_plus_gamma_core_g-0.05
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g-0.10,logit_from_probability,,,-0.1,0.6450916252195388,0.4702790188829439,0.5190782065626413,0.6858144592013139,0.5555555555555556,90,True,False,True,False,False,False,logit_broad_plus_gamma_core_g-0.10
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g-0.20,logit_from_probability,,,-0.2,0.6440161167243865,0.4684929857461199,0.5174196306299189,0.6867285581742364,0.5666666666666667,90,True,False,False,False,False,False,logit_broad_plus_gamma_core_g-0.20
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,raw_score,a9v3_oof_score,probability,,,,0.6427135780776422,0.47059129425797064,0.5186349018779979,0.7151362033792374,0.6,90,False,True,False,True,True,False,a9v3_oof_score
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,raw_score,score_broad,probability,,,,0.6461457358550518,0.47244822476413967,0.522164071983976,0.6856777748979629,0.5555555555555556,90,True,True,True,False,False,False,score_broad
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,raw_score,score_core,probability,,,,0.6384282734562094,0.4649180456358619,0.522024095082285,0.696753883396855,0.5888888888888889,90,False,False,True,False,False,False,score_core
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,raw_score,score_eval,probability,,,,0.6461457358550518,0.47244822476413967,0.522164071983976,0.6856777748979629,0.5555555555555556,90,True,True,True,False,False,False,score_eval
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g+0.00,logit_from_probability,,,0.0,0.6430801083290305,0.4664856335548164,0.5229804431394699,0.6931882818588245,0.5666666666666667,90,True,False,True,False,False,False,logit_broad_plus_gamma_core_g+0.00
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g+0.02,logit_from_probability,,,0.02,0.6446641948239801,0.470023693229433,0.5254506133580842,0.6932411919117345,0.5666666666666667,90,True,False,True,False,False,False,logit_broad_plus_gamma_core_g+0.02
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g+0.05,logit_from_probability,,,0.05,0.6446434622667442,0.46998511298251944,0.5251253241242614,0.6951540938246364,0.5777777777777777,90,True,False,True,False,False,False,logit_broad_plus_gamma_core_g+0.05
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g+0.10,logit_from_probability,,,0.1,0.6444447265309641,0.4703932575559309,0.5254368327324147,0.6898149884855311,0.5666666666666667,90,True,False,True,False,False,False,logit_broad_plus_gamma_core_g+0.10
