config,variant_family,score_variant,score_space,alpha,beta,gamma,patient_macro_f1,patient_macro_ez_f1,patient_macro_auprc_ez,patient_macro_ez_mrr,top1_is_ez_rate,n_patients,beats_a9v3_f1,beats_a9v3_ez_f1,beats_a9v3_auprc,beats_a9v3_mrr,beats_a9v3_top1,passes_main_gate,score_name
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g+0.15,logit_from_probability,,,0.15,0.6454289768417756,0.471726700911732,0.5263235039603409,0.6973249259817887,0.5777777777777777,90,True,True,True,False,False,False,logit_broad_plus_gamma_core_g+0.15
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g-0.05,logit_from_probability,,,-0.05,0.6428144001484083,0.46614628222556165,0.5217107833607242,0.6872447192485952,0.5555555555555556,90,True,False,True,False,False,False,logit_broad_plus_gamma_core_g-0.05
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g-0.10,logit_from_probability,,,-0.1,0.6445362839212558,0.4691483604467299,0.5218789829113253,0.6867244370616464,0.5555555555555556,90,True,False,True,False,False,False,logit_broad_plus_gamma_core_g-0.10
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g-0.20,logit_from_probability,,,-0.2,0.6442701931177743,0.4686406130639746,0.5192819956628466,0.6874665783626112,0.5666666666666667,90,True,False,True,False,False,False,logit_broad_plus_gamma_core_g-0.20
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,raw_score,a9v3_oof_score,probability,,,,0.6427135780776422,0.47059129425797064,0.5186349018779979,0.7151362033792374,0.6,90,False,True,False,True,True,False,a9v3_oof_score
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,raw_score,score_broad,probability,,,,0.6430801083290305,0.4664856335548164,0.5229804431394699,0.6931882818588245,0.5666666666666667,90,True,False,True,False,False,False,score_broad
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,raw_score,score_core,probability,,,,0.6388534265143413,0.4653908588746326,0.5225572981339514,0.6915187779195014,0.5777777777777777,90,False,False,True,False,False,False,score_core
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,raw_score,score_eval,probability,,,,0.6446641948239801,0.470023693229433,0.5254506133580842,0.6932411919117345,0.5666666666666667,90,True,False,True,False,False,False,score_eval
A9v8_LCBO_stage1b_gamma005_mrr_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g+0.00,logit_from_probability,,,0.0,0.6438625229115281,0.47220796943368587,0.5259839178418525,0.6946049997618385,0.5666666666666667,90,True,True,True,False,False,False,logit_broad_plus_gamma_core_g+0.00
A9v8_LCBO_stage1b_gamma005_mrr_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g+0.02,logit_from_probability,,,0.02,0.6438625229115281,0.47220796943368587,0.5255840437286344,0.6946049997618385,0.5666666666666667,90,True,True,True,False,False,False,logit_broad_plus_gamma_core_g+0.02
A9v8_LCBO_stage1b_gamma005_mrr_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g+0.05,logit_from_probability,,,0.05,0.6448471534210055,0.47350852005747324,0.5258140557923154,0.6936790738359125,0.5666666666666667,90,True,True,True,False,False,False,logit_broad_plus_gamma_core_g+0.05
A9v8_LCBO_stage1b_gamma005_mrr_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g+0.10,logit_from_probability,,,0.1,0.6461314755280677,0.47562585632028975,0.5257613307366559,0.6871992652106659,0.5555555555555556,90,True,True,True,False,False,False,logit_broad_plus_gamma_core_g+0.10
A9v8_LCBO_stage1b_gamma005_mrr_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g+0.15,logit_from_probability,,,0.15,0.6453759810225732,0.47423696743140087,0.5259764423082174,0.6866437096551102,0.5555555555555556,90,True,True,True,False,False,False,logit_broad_plus_gamma_core_g+0.15
A9v8_LCBO_stage1b_gamma005_mrr_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g-0.05,logit_from_probability,,,-0.05,0.6451213765773312,0.4743227359446388,0.5249895558358735,0.688123518280357,0.5555555555555556,90,True,True,True,False,False,False,logit_broad_plus_gamma_core_g-0.05
A9v8_LCBO_stage1b_gamma005_mrr_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g-0.10,logit_from_probability,,,-0.1,0.6442206711318816,0.47251872900721636,0.5233552954778564,0.6921975923544311,0.5555555555555556,90,True,True,True,False,False,False,logit_broad_plus_gamma_core_g-0.10
A9v8_LCBO_stage1b_gamma005_mrr_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g-0.20,logit_from_probability,,,-0.2,0.6450665987136174,0.47435726690724966,0.5228862099831697,0.7080441532009919,0.5888888888888889,90,True,True,True,False,False,False,logit_broad_plus_gamma_core_g-0.20
A9v8_LCBO_stage1b_gamma005_mrr_all90_posEZ,raw_score,a9v3_oof_score,probability,,,,0.6427135780776422,0.47059129425797064,0.5186349018779979,0.7151362033792374,0.6,90,False,True,False,True,True,False,a9v3_oof_score
A9v8_LCBO_stage1b_gamma005_mrr_all90_posEZ,raw_score,score_broad,probability,,,,0.6438625229115281,0.47220796943368587,0.5259839178418525,0.6946049997618385,0.5666666666666667,90,True,True,True,False,False,False,score_broad
A9v8_LCBO_stage1b_gamma005_mrr_all90_posEZ,raw_score,score_core,probability,,,,0.64565087097934,0.47421055668413864,0.5226266467811099,0.6955783654259866,0.5888888888888889,90,True,True,True,False,False,False,score_core
A9v8_LCBO_stage1b_gamma005_mrr_all90_posEZ,raw_score,score_eval,probability,,,,0.6448471534210055,0.47350852005747324,0.5258140557923154,0.6936790738359125,0.5666666666666667,90,True,True,True,False,False,False,score_eval
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g+0.00,logit_from_probability,,,0.0,0.6434439234283866,0.4720130660938576,0.5292275911247705,0.7045830698244054,0.5888888888888889,90,True,True,True,False,False,False,logit_broad_plus_gamma_core_g+0.00
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g+0.02,logit_from_probability,,,0.02,0.6432094995650931,0.471720665231558,0.5292989792276314,0.7045830698244054,0.5888888888888889,90,True,True,True,False,False,False,logit_broad_plus_gamma_core_g+0.02
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g+0.05,logit_from_probability,,,0.05,0.6441608499819835,0.47336187457503365,0.5292166534997775,0.6999534401947759,0.5777777777777777,90,True,True,True,False,False,False,logit_broad_plus_gamma_core_g+0.05
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g+0.10,logit_from_probability,,,0.1,0.6439917579722665,0.4727242316891355,0.5288192665717,0.6943978846392204,0.5666666666666667,90,True,True,True,False,False,False,logit_broad_plus_gamma_core_g+0.10
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g+0.15,logit_from_probability,,,0.15,0.6449484951187968,0.47428915652641807,0.5293193856262752,0.6947682550095907,0.5666666666666667,90,True,True,True,False,False,False,logit_broad_plus_gamma_core_g+0.15
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g-0.05,logit_from_probability,,,-0.05,0.6449501616445873,0.47430597619681986,0.5285853379885369,0.7045830698244054,0.5888888888888889,90,True,True,True,False,False,False,logit_broad_plus_gamma_core_g-0.05
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g-0.10,logit_from_probability,,,-0.1,0.6400484715347908,0.46517829588492904,0.5256548210730194,0.7155089957503316,0.6111111111111112,90,False,False,True,True,True,False,logit_broad_plus_gamma_core_g-0.10
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g-0.20,logit_from_probability,,,-0.2,0.6415873406219859,0.467291027393847,0.5232235572211755,0.710522223263559,0.6,90,False,False,True,False,True,False,logit_broad_plus_gamma_core_g-0.20
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,raw_score,a9v3_oof_score,probability,,,,0.6427135780776422,0.47059129425797064,0.5186349018779979,0.7151362033792374,0.6,90,False,True,False,True,True,False,a9v3_oof_score
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,raw_score,score_broad,probability,,,,0.6434439234283866,0.4720130660938576,0.5292275911247705,0.7045830698244054,0.5888888888888889,90,True,True,True,False,False,False,score_broad
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,raw_score,score_core,probability,,,,0.6429763737620007,0.4698223129051509,0.5229018701948679,0.6962205398584836,0.5888888888888889,90,True,False,True,False,False,False,score_core
A9v8_LCBO_stage1b_gamma010_mrr_all90_posEZ,raw_score,score_eval,probability,,,,0.6439917579722665,0.4727242316891355,0.5288192665717,0.6943978846392204,0.5666666666666667,90,True,True,True,False,False,False,score_eval
