patient_macro_accuracy,patient_macro_balanced_accuracy,patient_macro_f1,patient_weighted_f1,patient_macro_nez_precision,patient_macro_nez_recall,patient_macro_nez_f1,patient_macro_ez_precision,patient_macro_ez_recall,patient_macro_ez_f1,patient_macro_auroc_nez,patient_macro_auprc_nez,patient_macro_auroc_ez,patient_macro_auprc_ez,patient_macro_ez_recall_at_true_count,patient_macro_ez_mrr,top1_is_ez_rate,macro_topk_recall,ez_recall_at_true_count,n_patient_rows,n_unique_subjects,centers_count_string,worst_center_f1,best_center_f1,center_gap_f1,center_hup_patient_macro_f1,center_lzu_patient_macro_f1,center_multicenter_patient_macro_f1,center_pediatric_patient_macro_f1,pooled_accuracy,pooled_balanced_accuracy,pooled_macro_f1,pooled_weighted_f1,pooled_auroc_nez,pooled_auprc_nez,pooled_auroc_ez,pooled_auprc_ez,positive_label,score_semantics,drop_high_ez_fraction_lzu,loss_mode,patient_loss_weighting,use_negative_anchor_head,negative_anchor_norm,negative_anchor_distance_mode,negative_anchor_center_gate,use_hard_topk_loss,hard_topk_loss_weight,hard_topk_margin,hard_topk_multiplier,use_broad_ez_mil_loss,broad_ez_mil_loss_weight,broad_ez_core_frac,broad_ez_min_fraction,broad_ez_centers,broad_ez_positive_bce_scale,broad_ez_margin,broad_ez_hard_neg_multiplier,use_two_expert_router,two_expert_router_mode,use_feature_separated_two_expert,use_view_gated_fusion,diffusion_center_mode,diffusion_score_residual,pretrain_masked_windows,pretrain_epochs,use_physics_dynamics,physics_state_features,temporal_pooling,temporal_pooling_top_p,temporal_pooling_tau,record_pooling,record_pooling_top_p,record_pooling_alpha,use_a9v8_lcbo,latent_core_target_dir,eval_score_fusion_gamma,lambda_core_rank,lambda_soft_mrr,lambda_subset,lambda_core_distill,core_rank_margin,soft_mrr_tau,subset_eps,lcbo_hard_neg_top_frac,lcbo_min_core_mass,rank_robust_composite
0.759974253114176,0.6312112277410458,0.6312112277410458,0.759974253114176,0.8118481946838535,0.8118481946838535,0.8118481946838535,0.45057426079823765,0.45057426079823765,0.45057426079823765,0.7020304724355766,0.8431586228176523,0.7020304724355767,0.5143899479890577,0.45057426079823765,0.6946044048685109,0.5888888888888889,0.45057426079823765,0.45057426079823765,90.0,90.0,"hup=36,lzu=28,multicenter=15,pediatric=11",0.5602951786729569,0.6780765253135973,0.11778134664064044,0.6780765253135973,0.5602951786729569,0.6776680861082831,0.594997208267052,0.7562138236295539,0.6661180656709476,0.6661180656709476,0.7562138236295539,0.657032736399562,0.8348689504189005,0.6570327011167298,0.3952703309354595,ez,ez_probability,False,patient_balanced_bce,uniform,False,none,patient_zscore,False,False,0.0,0.05,1.0,False,0.05,0.3,0.35,"lzu,pediatric",0.5,0.05,1.0,False,center_learned,False,False,all,False,False,0,False,"log_bp_high_gamma,line_length_per_sec,rms,variance",mean,0.1,0.1,mean,0.3,0.7,False,,0.1,0.2,0.05,0.02,0.05,0.05,0.1,0.05,0.3,1.0,1.0368890836281839
