metric,estimate,ci_lower,ci_upper,bootstrap_samples
strict_count_free_patient_macro_f1,0.6427135780776422,0.6117086575425427,0.6745281680875043,2000
true_k_patient_macro_f1,0.6427135780776422,0.6117086575425427,0.6745281680875043,2000
oracle_threshold_patient_macro_f1,0.6922674296313457,0.6616684104339831,0.7231231474267781,2000
best_ensemble_oracle_f1,0.6929049372115093,0.6619386218149389,0.7244077844837588,2000
library_oracle_f1,0.7173913302255344,0.6879845254435127,0.7465369952957612,2000
seed_ensemble_library_oracle_f1,0.7173913302255344,0.6879845254435127,0.7465369952957612,2000
oracle_gain_over_strict,0.04955385155370343,0.04207179239074229,0.05681597595861981,2000
true_k_gain_over_strict,0.0,0.0,0.0,2000
