patient_macro_accuracy,patient_macro_balanced_accuracy,patient_macro_f1,patient_weighted_f1,patient_macro_nez_precision,patient_macro_nez_recall,patient_macro_nez_f1,patient_macro_ez_precision,patient_macro_ez_recall,patient_macro_ez_f1,patient_macro_auroc_nez,patient_macro_auprc_nez,patient_macro_auroc_ez,patient_macro_auprc_ez,patient_macro_ez_recall_at_true_count,patient_macro_ez_mrr,macro_topk_recall,ez_recall_at_true_count,n_patient_rows,n_unique_subjects,centers_count_string,negative_anchor_gate,negative_anchor_loss,negative_anchor_mean_d_ez,negative_anchor_mean_d_nez,negative_anchor_separation,negative_anchor_alpha,negative_anchor_beta,pooled_accuracy,pooled_balanced_accuracy,pooled_macro_f1,pooled_weighted_f1,pooled_auroc_nez,pooled_auprc_nez,pooled_auroc_ez,pooled_auprc_ez,positive_label,score_semantics,drop_high_ez_fraction_lzu,loss_mode,patient_loss_weighting,use_negative_anchor_head,use_view_gated_fusion,diffusion_center_mode,diffusion_score_residual,pretrain_masked_windows,pretrain_epochs,use_physics_dynamics,physics_state_features
0.7624686627439966,0.6425184002665166,0.6425184002665166,0.7624686627439966,0.8136039322373181,0.8136039322373181,0.8136039322373181,0.47143286829571507,0.47143286829571507,0.47143286829571507,0.7082836122678224,0.8473229373989941,0.7082836122678223,0.5190564838455964,0.47143286829571507,0.7035739815739817,0.47143286829571507,0.47143286829571507,90.0,90.0,"hup=36,lzu=28,multicenter=15,pediatric=11",0.11948021054267884,0.5066603415542179,0.2576646935608652,0.22891152716345256,0.028753166397412617,1.0016056537628173,0.9936480164527893,0.7591646805129951,0.6701594671106846,0.6701594671106846,0.7591646805129951,0.6562961014305213,0.8406246494148079,0.6562961367133534,0.38203162464489715,ez,ez_probability,False,patient_balanced_bce,uniform,True,False,all,False,False,0,True,"early_high_gamma_slope,early_line_length_slope,onset_latency_high_gamma,onset_latency_line_length,onset_rank_high_gamma,onset_rank_line_length,high_gamma_top20pct_mean,line_length_top20pct_mean,hfo80_150_event_rate,hfo80_150_duration_fraction,hfo80_150_mean_envelope_z,hfo80_150_max_envelope_z"
