classification_threshold,patient_macro_accuracy,patient_macro_balanced_accuracy,patient_macro_f1,patient_weighted_f1,patient_macro_nez_precision,patient_macro_nez_recall,patient_macro_nez_f1,patient_macro_ez_precision,patient_macro_ez_recall,patient_macro_ez_f1,patient_macro_auroc_nez,patient_macro_auprc_nez,patient_macro_auroc_ez,patient_macro_auprc_ez,patient_macro_ez_recall_at_true_count,patient_macro_ez_mrr,top1_is_ez_rate,predicted_nez_count_mae,predicted_nez_fraction_mae,macro_topk_recall,ez_recall_at_true_count,nez_count_mae,nez_fraction_mae,decision_rule,threshold_source,true_count_used_for_prediction,n_patient_rows,n_unique_subjects,centers_count_string,worst_center_f1,best_center_f1,center_gap_f1,center_hup_patient_macro_f1,center_lzu_patient_macro_f1,center_multicenter_patient_macro_f1,center_pediatric_patient_macro_f1,worst_center_nez_f1,best_center_nez_f1,center_gap_nez_f1,center_hup_nez_f1,center_lzu_nez_f1,center_multicenter_nez_f1,center_pediatric_nez_f1,pooled_accuracy,pooled_balanced_accuracy,pooled_macro_f1,pooled_weighted_f1,pooled_auroc_nez,pooled_auprc_nez,pooled_auroc_ez,pooled_auprc_ez,analysis_status,training_mode,inner_crossfit_used,path_head_used,fold_validation_thresholds,selection_objective
0.44999999999999996,0.7893860733873983,0.6811034378782211,0.6446456942469019,0.7968296061950615,0.876687108441849,0.8638972676369396,0.864744936125912,0.43558432014341664,0.4983096081195027,0.4245464523678918,0.7795977906597905,0.9196273584642339,0.7795977906597905,0.48679729970894126,0.43145077177760877,0.6922093837535015,0.5555555555555556,10.11111111111111,0.09671425762745017,0.43145077177760877,0.43145077177760877,10.11111111111111,0.09671425762745017,fixed_nez_probability_threshold,fold_validation_macro_f1,False,36.0,36.0,hup=36,0.6446456942469019,0.6446456942469019,0.0,0.6446456942469019,0.0,0.0,0.0,0.864744936125912,0.864744936125912,0.0,0.864744936125912,0.0,0.0,0.0,0.7922007090264521,0.6581073588816951,0.6488413067847646,0.7978298447525447,0.7376480247055469,0.9173113341726562,0.7376480247055468,0.36661172804044995,posthoc_sensitivity_not_primary,direct_outer_only,False,False,0.450000,f1
