patient_macro_f1,patient_ez_f1,patient_nez_f1,patient_balanced_accuracy,patient_ez_auprc,patient_ez_mrr,n_patients,analysis_status,true_count_used_for_prediction
0.6025274422513719,0.310054207770136,0.8950006767326079,0.6301406363999739,0.554120642379811,0.8294151835818503,36,PRIMARY_LEGAL,False
