config,variant_family,score_variant,score_space,alpha,beta,gamma,patient_macro_f1,patient_macro_ez_f1,patient_macro_auprc_ez,patient_macro_ez_mrr,top1_is_ez_rate,n_patients,beats_a9v3_f1,beats_a9v3_ez_f1,beats_a9v3_auprc,beats_a9v3_mrr,beats_a9v3_top1,passes_main_gate,score_name
A9v8_stage1c_anchor_a005_b000_mrr,logit_broad_core,logit_broad_plus_gamma_core_g+0.00,logit,,,0.0,0.5750525595083261,0.3597247341272561,0.40690339664209957,0.5323903483240064,0.35555555555555557,90,False,False,False,False,False,False,logit_broad_plus_gamma_core_g+0.00
A9v8_stage1c_anchor_a005_b000_mrr,logit_broad_core,logit_broad_plus_gamma_core_g+0.02,logit,,,0.02,0.5757106916021318,0.3611529179519418,0.40888345477795934,0.5381396698535585,0.36666666666666664,90,False,False,False,False,False,False,logit_broad_plus_gamma_core_g+0.02
A9v8_stage1c_anchor_a005_b000_mrr,logit_broad_core,logit_broad_plus_gamma_core_g+0.05,logit,,,0.05,0.5783311048016183,0.36536126958752574,0.41228301304995746,0.5505384847854422,0.3888888888888889,90,False,False,False,False,False,False,logit_broad_plus_gamma_core_g+0.05
A9v8_stage1c_anchor_a005_b000_mrr,logit_broad_core,logit_broad_plus_gamma_core_g+0.10,logit,,,0.1,0.5808071280278474,0.36905101343624797,0.4156504968340436,0.5563508317102416,0.4,90,False,False,False,False,False,False,logit_broad_plus_gamma_core_g+0.10
A9v8_stage1c_anchor_a005_b000_mrr,logit_broad_core,logit_broad_plus_gamma_core_g+0.15,logit,,,0.15,0.5819125981421638,0.3703588632676394,0.41928205947940544,0.5565977802682806,0.4,90,False,False,False,False,False,False,logit_broad_plus_gamma_core_g+0.15
A9v8_stage1c_anchor_a005_b000_mrr,logit_broad_core,logit_broad_plus_gamma_core_g-0.05,logit,,,-0.05,0.5729277053658124,0.35571052104929135,0.40347371060441106,0.528382681557791,0.35555555555555557,90,False,False,False,False,False,False,logit_broad_plus_gamma_core_g-0.05
A9v8_stage1c_anchor_a005_b000_mrr,logit_broad_core,logit_broad_plus_gamma_core_g-0.10,logit,,,-0.1,0.568655867851852,0.34890976089306935,0.39733074760473924,0.5257306365793452,0.36666666666666664,90,False,False,False,False,False,False,logit_broad_plus_gamma_core_g-0.10
A9v8_stage1c_anchor_a005_b000_mrr,logit_broad_core,logit_broad_plus_gamma_core_g-0.20,logit,,,-0.2,0.5606057758105747,0.33795558775781726,0.38625796454966826,0.5081286338037916,0.3333333333333333,90,False,False,False,False,False,False,logit_broad_plus_gamma_core_g-0.20
A9v8_stage1c_anchor_a005_b000_mrr,raw_score,a9v3_oof_score,probability,,,,0.6427135780776422,0.47059129425797064,0.5186349018779979,0.7151362033792374,0.6,90,False,True,False,True,True,False,a9v3_oof_score
A9v8_stage1c_anchor_a005_b000_mrr,raw_score,score_broad,probability,,,,0.5750525595083261,0.3597247341272561,0.40690339664209957,0.5323903483240064,0.35555555555555557,90,False,False,False,False,False,False,score_broad
A9v8_stage1c_anchor_a005_b000_mrr,raw_score,score_core,probability,,,,0.6070500134448378,0.4149682364891429,0.4618267766081066,0.6366458022159777,0.5,90,False,False,False,False,False,False,score_core
A9v8_stage1c_anchor_a005_b000_mrr,raw_score,score_eval,probability,,,,0.6406772296493473,0.4680332166673523,0.5204342555501154,0.7231520668165814,0.6111111111111112,90,False,False,True,True,True,False,score_eval
A9v8_stage1c_anchor_a010_b-005_mrr,logit_broad_core,logit_broad_plus_gamma_core_g+0.00,logit,,,0.0,0.6152208701834933,0.42350686047982744,0.47050248341812095,0.6471352065604938,0.5,90,False,False,False,False,False,False,logit_broad_plus_gamma_core_g+0.00
A9v8_stage1c_anchor_a010_b-005_mrr,logit_broad_core,logit_broad_plus_gamma_core_g+0.02,logit,,,0.02,0.6149388075517642,0.4224415369145039,0.47242448216884314,0.6604456674916445,0.5222222222222223,90,False,False,False,False,False,False,logit_broad_plus_gamma_core_g+0.02
A9v8_stage1c_anchor_a010_b-005_mrr,logit_broad_core,logit_broad_plus_gamma_core_g+0.05,logit,,,0.05,0.6178908993954925,0.4276065621780497,0.4763402169953424,0.6669045827899953,0.5333333333333333,90,False,False,False,False,False,False,logit_broad_plus_gamma_core_g+0.05
A9v8_stage1c_anchor_a010_b-005_mrr,logit_broad_core,logit_broad_plus_gamma_core_g+0.10,logit,,,0.1,0.6200671493735909,0.4309102146756558,0.47929847652210916,0.6656098026908674,0.5333333333333333,90,False,False,False,False,False,False,logit_broad_plus_gamma_core_g+0.10
A9v8_stage1c_anchor_a010_b-005_mrr,logit_broad_core,logit_broad_plus_gamma_core_g+0.15,logit,,,0.15,0.623007010507997,0.4356344823146053,0.48095903340302787,0.6681876058169162,0.5333333333333333,90,False,False,False,False,False,False,logit_broad_plus_gamma_core_g+0.15
A9v8_stage1c_anchor_a010_b-005_mrr,logit_broad_core,logit_broad_plus_gamma_core_g-0.05,logit,,,-0.05,0.6124635143011193,0.4197320387097753,0.4664981609416139,0.6403564092357196,0.5,90,False,False,False,False,False,False,logit_broad_plus_gamma_core_g-0.05
A9v8_stage1c_anchor_a010_b-005_mrr,logit_broad_core,logit_broad_plus_gamma_core_g-0.10,logit,,,-0.1,0.611873204679114,0.4192653870620989,0.46172579960104926,0.6284781794408232,0.4888888888888889,90,False,False,False,False,False,False,logit_broad_plus_gamma_core_g-0.10
A9v8_stage1c_anchor_a010_b-005_mrr,logit_broad_core,logit_broad_plus_gamma_core_g-0.20,logit,,,-0.2,0.6050780807054223,0.40819742772341283,0.4488619720685913,0.6120989266679636,0.4666666666666667,90,False,False,False,False,False,False,logit_broad_plus_gamma_core_g-0.20
A9v8_stage1c_anchor_a010_b-005_mrr,raw_score,a9v3_oof_score,probability,,,,0.6427135780776422,0.47059129425797064,0.5186349018779979,0.7151362033792374,0.6,90,False,True,False,True,True,False,a9v3_oof_score
A9v8_stage1c_anchor_a010_b-005_mrr,raw_score,score_broad,probability,,,,0.6152208701834933,0.42350686047982744,0.47050248341812095,0.6471352065604938,0.5,90,False,False,False,False,False,False,score_broad
A9v8_stage1c_anchor_a010_b-005_mrr,raw_score,score_core,probability,,,,0.6188330845165988,0.4337939362212847,0.4820539411112591,0.6299186795945461,0.5111111111111111,90,False,False,False,False,False,False,score_core
